SO2,CO,O3,NO2,PM10,PM25,기온,강수량,풍속,습도,증기압,일조시간,일사량,적설량,구름분포량,최저운고,시정,지면온도,5cm지중온도,month,day,hour,PM10_bef24h
0.004,0.5,0.047,0.023,58.0,34.0,14.6,0.0,2.9,34,5.6,1.0,2.22,0.219927536231884,0,6.266666666666667,1983,13.3,1.2,2,20,15,50.0
0.004,0.5,0.041,0.029,60.0,34.0,14.8,0.0,3.1,31,5.2,1.0,1.73,0.2202898550724637,0,6.333333333333333,2000,10.0,1.3,2,20,16,50.0
0.003,0.5,0.035,0.031,57.0,31.0,13.7,0.0,2.8,31,4.9,1.0,1.04,0.2206521739130434,0,6.4,2000,6.3,1.2,2,20,17,46.0
0.004,0.6,0.027,0.037,41.0,24.0,11.8,0.0,2.5,26,3.6,0.8,0.39,0.2210144927536232,0,6.466666666666667,2000,3.4,1.0,2,20,18,43.0
0.005,0.8,0.012,0.052,40.0,21.0,10.0,0.0,1.7,28,3.4,0.0,0.02,0.2213768115942029,0,6.533333333333333,2000,1.1,0.7,2,20,19,47.0
0.005,1.2,0.003,0.065,51.0,27.0,9.1,0.0,1.5,32,3.7,0.0,0.0238461538461538,0.2217391304347826,0,6.6,2000,0.0,0.7,2,20,20,48.0
0.005,1.3,0.003,0.068,58.0,33.0,8.1,0.0,0.9,38,4.1,0.0,0.0276923076923076,0.2221014492753623,0,6.666666666666667,2000,-0.1,0.6,2,20,21,48.0
0.003,1.2,0.003,0.063,53.0,34.0,7.1,0.0,0.7,40,4.0,0.0,0.0315384615384615,0.222463768115942,0,6.733333333333333,2000,-0.1,0.6,2,20,22,49.0
0.005,1.3,0.003,0.066,56.0,34.0,7.1,0.0,2.2,49,4.9,0.0,0.0353846153846153,0.2228260869565217,0,6.8,1991,-0.1,0.6,2,20,23,49.0
0.005,1.4,0.003,0.068,69.0,39.0,7.1,0.0,2.4,59,6.0,0.0,0.0392307692307692,0.2231884057971014,0,6.866666666666667,1317,-0.1,0.6,2,21,0,53.0
0.004,1.7,0.003,0.066,73.0,42.0,7.4,0.0,1.9,70,7.2,0.0,0.043076923076923,0.2235507246376811,0,6.933333333333334,818,-0.1,0.6,2,21,1,55.0
0.005,1.7,0.003,0.066,72.0,45.0,6.9,0.0,1.0,74,7.3,0.0,0.0469230769230769,0.2239130434782608,2,7.0,724,-0.2,0.6,2,21,2,57.0
0.004,1.4,0.003,0.065,85.0,55.0,5.9,0.0,1.9,75,6.9,0.0,0.0507692307692307,0.2242753623188406,0,10.4,683,-0.2,0.6,2,21,3,59.0
0.004,1.2,0.003,0.06,92.0,57.0,5.1,0.0,2.3,79,6.9,0.0,0.0546153846153846,0.2246376811594203,0,13.8,685,-0.3,0.6,2,21,4,63.0
0.005,1.4,0.003,0.058,88.0,58.0,5.0,0.0,2.0,85,7.4,0.0,0.0584615384615384,0.225,0,17.2,576,-0.3,0.6,2,21,5,66.0
0.004,1.5,0.003,0.062,88.0,57.0,5.1,0.0,1.5,85,7.4,0.0,0.0623076923076923,0.2253623188405797,0,20.6,678,-0.3,0.6,2,21,6,75.0
0.004,1.5,0.003,0.064,89.0,57.0,5.0,0.0,1.9,84,7.3,0.0,0.0661538461538461,0.2257246376811594,0,24.0,651,-0.3,0.6,2,21,7,85.0
0.004,1.5,0.004,0.064,96.0,61.0,4.7,0.0,1.4,85,7.2,0.0,0.07,0.2260869565217391,0,27.4,624,-0.2,0.7,2,21,8,95.0
0.005,1.2,0.009,0.06,99.0,63.0,6.4,0.0,1.5,83,8.0,0.9,0.5,0.2264492753623188,0,30.8,717,-0.1,0.8,2,21,9,109.0
0.005,1.0,0.019,0.048,90.0,59.0,9.7,0.0,2.4,71,8.5,1.0,1.17,0.2268115942028985,0,34.2,923,4.6,1.1,2,21,10,125.0
0.005,0.8,0.034,0.032,84.0,50.0,12.1,0.0,1.3,63,8.8,1.0,1.76,0.2271739130434782,0,37.6,1041,11.9,1.7,2,21,11,117.0
0.005,0.6,0.051,0.015,73.0,37.0,15.3,0.0,3.3,56,9.7,1.0,2.18,0.2275362318840579,0,41.0,1683,15.6,2.6,2,21,12,105.0
0.006,0.5,0.058,0.012,68.0,34.0,16.7,0.0,3.5,52,9.8,1.0,2.34,0.2278985507246377,0,44.4,1929,17.6,3.7,2,21,13,71.0
0.005,0.5,0.061,0.013,69.0,37.0,17.2,0.0,5.1,50,9.7,1.0,2.33,0.2282608695652174,0,47.8,2000,17.7,4.8,2,21,14,62.0
0.006,0.5,0.062,0.014,65.0,34.0,17.0,0.0,4.8,49,9.4,1.0,2.08,0.2286231884057971,0,51.2,2000,16.5,5.9,2,21,15,58.0
0.006,0.5,0.063,0.015,60.0,34.0,17.2,0.0,4.4,48,9.3,1.0,1.59,0.2289855072463768,0,54.6,2000,13.8,6.7,2,21,16,60.0
0.005,0.5,0.061,0.016,58.0,33.0,16.2,0.0,4.6,48,8.8,1.0,0.94,0.2293478260869565,0,58.0,2000,10.7,7.1,2,21,17,57.0
0.004,0.5,0.06,0.016,56.0,29.0,15.1,0.0,5.5,51,8.7,0.8,0.36,0.2297101449275362,0,61.4,2000,8.6,7.2,2,21,18,41.0
0.004,0.6,0.055,0.018,55.0,30.0,13.9,0.0,3.5,53,8.4,0.0,0.02,0.2300724637681159,0,64.8,2000,7.0,7.0,2,21,19,40.0
0.003,0.6,0.052,0.018,56.0,30.0,12.9,0.0,4.1,59,8.7,0.0,0.0238461538461538,0.2304347826086956,0,68.19999999999999,2000,6.3,6.7,2,21,20,51.0
0.005,0.5,0.047,0.02,55.0,28.0,11.8,0.0,3.1,64,8.8,0.0,0.0276923076923076,0.2307971014492753,0,71.6,2000,5.7,6.5,2,21,21,58.0
0.005,0.5,0.045,0.02,55.0,29.0,11.0,0.0,2.7,67,8.7,0.0,0.0315384615384615,0.2311594202898551,1,75.0,2000,5.3,6.3,2,21,22,53.0
0.004,0.6,0.037,0.026,55.0,27.0,10.4,0.0,2.7,69,8.7,0.0,0.0353846153846153,0.2315217391304347,0,53.33333333333333,1995,4.7,6.1,2,21,23,56.0
0.004,0.6,0.029,0.035,55.0,29.0,10.1,0.0,1.6,70,8.6,0.0,0.0392307692307692,0.2318840579710145,0,31.666666666666664,2000,4.3,5.8,2,22,0,69.0
0.004,0.6,0.03,0.033,54.0,27.0,9.6,0.0,2.0,72,8.5,0.0,0.043076923076923,0.2322463768115942,6,10.0,2000,3.9,5.6,2,22,1,73.0
0.004,0.8,0.014,0.045,50.0,28.0,9.0,0.0,1.2,72,8.2,0.0,0.0469230769230769,0.2326086956521739,8,11.0,2000,3.3,5.4,2,22,2,72.0
0.004,0.7,0.013,0.043,50.0,27.0,8.7,0.0,0.6,74,8.3,0.0,0.0507692307692307,0.2329710144927536,0,10.5,2000,3.0,5.2,2,22,3,85.0
0.004,0.8,0.005,0.05,49.0,28.0,8.4,0.0,1.5,75,8.2,0.0,0.0546153846153846,0.2333333333333333,0,10.0,2000,2.8,5.1,2,22,4,92.0
0.004,1.1,0.003,0.054,52.0,28.0,8.2,0.0,0.9,76,8.2,0.0,0.0584615384615384,0.233695652173913,0,9.5,2000,2.5,4.9,2,22,5,88.0
0.005,1.0,0.002,0.057,47.0,27.0,7.7,0.0,0.7,78,8.1,0.0,0.0623076923076923,0.2340579710144927,0,9.0,2000,2.2,4.7,2,22,6,88.0
0.005,1.2,0.003,0.064,45.0,25.0,7.5,0.0,0.6,82,8.5,0.0,0.0661538461538461,0.2344202898550724,0,8.5,2000,1.8,4.5,2,22,7,89.0
0.005,1.5,0.003,0.072,56.0,31.0,7.5,0.0,1.5,84,8.7,0.0,0.07,0.2347826086956521,1,8.0,1853,2.5,4.4,2,22,8,96.0
0.004,0.6,0.019,0.042,54.0,27.0,8.9,0.0,2.1,83,9.4,0.0,0.23,0.2351449275362319,10,5.0,1843,5.4,4.6,2,22,9,99.0
0.004,0.6,0.03,0.029,58.0,26.0,9.5,0.0,3.0,79,9.3,0.0,0.38,0.2355072463768115,10,4.0,1390,7.3,5.0,2,22,10,90.0
0.004,0.6,0.032,0.031,59.0,30.0,10.2,0.0,1.8,78,9.7,0.0,0.69,0.2358695652173913,8,5.0,1096,10.1,5.6,2,22,11,84.0
0.004,0.6,0.042,0.026,78.0,42.0,11.9,0.0,3.4,70,9.7,0.8,1.87,0.236231884057971,8,5.0,994,15.1,6.4,2,22,12,73.0
0.004,0.6,0.054,0.013,88.0,45.0,12.0,0.0,5.0,67,9.3,0.8,2.25,0.2365942028985507,8,7.0,928,15.9,7.3,2,22,13,68.0
0.004,0.6,0.053,0.013,88.0,48.0,12.0,0.0,4.5,60,8.4,0.8,1.99,0.2369565217391304,4,7.0,1013,17.2,7.8,2,22,14,69.0
0.004,0.6,0.051,0.012,87.0,49.0,12.3,0.0,5.1,52,7.4,1.0,2.13,0.2373188405797101,0,8.212121212121213,1180,16.4,8.3,2,22,15,65.0
0.003,0.5,0.047,0.012,69.0,33.0,12.0,0.0,5.7,36,5.0,1.0,1.77,0.2376811594202898,0,9.424242424242424,2000,12.6,8.5,2,22,16,60.0
0.003,0.4,0.04,0.014,46.0,19.0,11.7,0.0,5.8,25,3.4,1.0,1.19,0.2380434782608695,0,10.636363636363637,2000,8.6,8.4,2,22,17,58.0
0.005,0.4,0.038,0.014,45.0,16.0,9.4,0.0,4.0,34,4.0,0.9,0.45,0.2384057971014492,0,11.848484848484848,2000,6.0,8.0,2,22,18,56.0
0.003,0.4,0.037,0.014,45.0,15.0,6.6,0.0,4.3,37,3.6,0.0,0.02,0.2387681159420289,0,13.06060606060606,2000,3.9,7.4,2,22,19,55.0
0.003,0.4,0.037,0.012,46.0,14.0,4.5,0.0,4.8,38,3.2,0.023076923076923,0.0276923076923076,0.2391304347826087,0,14.272727272727272,2000,2.5,6.8,2,22,20,56.0
0.003,0.4,0.037,0.011,47.0,12.0,2.7,0.0,3.9,37,2.8,0.0461538461538461,0.0353846153846153,0.2394927536231884,0,15.484848484848484,2000,1.2,6.1,2,22,21,55.0
0.003,0.4,0.038,0.011,40.0,12.0,1.8,0.0,2.9,38,2.6,0.0692307692307692,0.043076923076923,0.2398550724637681,0,16.696969696969695,2000,0.3,5.5,2,22,22,55.0
0.004,0.4,0.037,0.01,34.0,10.0,1.1,0.0,3.8,39,2.6,0.0923076923076923,0.0507692307692307,0.2402173913043478,0,17.90909090909091,2000,0.5,4.9,2,22,23,55.0
0.003,0.4,0.039,0.008,34.0,13.0,0.4,0.0,3.9,38,2.4,0.1153846153846153,0.0584615384615384,0.2405797101449275,0,19.12121212121212,2000,0.2,4.4,2,23,0,55.0
0.003,0.4,0.04,0.008,34.0,13.0,-0.2,0.0,3.0,39,2.3,0.1384615384615384,0.0661538461538461,0.2409420289855072,0,20.333333333333336,2000,-0.1,4.0,2,23,1,54.0
0.004,0.4,0.039,0.008,37.0,15.0,-0.7,0.0,2.2,38,2.2,0.1615384615384615,0.0738461538461538,0.2413043478260869,0,21.545454545454547,2000,-0.6,3.7,2,23,2,50.0
0.003,0.4,0.038,0.008,44.0,13.0,-1.4,0.0,2.0,40,2.2,0.1846153846153846,0.0815384615384615,0.2416666666666666,0,22.75757575757576,2000,-1.1,3.4,2,23,3,50.0
0.003,0.4,0.035,0.009,51.0,11.0,-1.9,0.0,1.5,42,2.2,0.2076923076923076,0.0892307692307692,0.2420289855072463,0,23.96969696969697,2000,-1.5,3.1,2,23,4,49.0
0.002,0.4,0.034,0.009,55.0,12.0,-2.1,0.0,2.6,42,2.2,0.2307692307692307,0.0969230769230769,0.242391304347826,0,25.181818181818183,2000,-1.8,2.9,2,23,5,52.0
0.004,0.4,0.031,0.012,60.0,13.0,-2.8,0.0,2.1,43,2.1,0.2538461538461538,0.1046153846153846,0.2427536231884058,0,26.393939393939394,2000,-2.1,2.7,2,23,6,47.0
0.004,0.4,0.024,0.019,60.0,14.0,-2.8,0.0,2.3,41,2.0,0.2769230769230769,0.1123076923076923,0.2431159420289855,0,27.60606060606061,2000,-2.2,2.6,2,23,7,45.0
0.004,0.5,0.026,0.018,61.0,13.0,-3.1,0.0,2.1,42,2.0,0.3,0.12,0.2434782608695652,0,28.81818181818182,2000,-1.8,2.4,2,23,8,56.0
0.003,0.5,0.026,0.018,67.0,14.0,-2.0,0.0,3.0,38,2.0,1.0,0.61,0.2438405797101449,0,30.03030303030303,2000,-0.3,2.4,2,23,9,54.0
0.005,0.5,0.029,0.017,72.0,20.0,-1.0,0.0,2.9,34,1.9,1.0,1.43,0.2442028985507246,0,31.24242424242424,2000,0.0,2.3,2,23,10,58.0
0.003,0.4,0.033,0.015,69.0,18.0,0.4,0.0,3.5,30,1.9,1.0,2.04,0.2445652173913043,0,32.45454545454545,2000,6.3,2.4,2,23,11,59.0
0.003,0.4,0.035,0.015,65.0,17.0,1.1,0.0,3.6,27,1.8,1.0,2.4,0.244927536231884,0,33.66666666666667,2000,12.0,2.5,2,23,12,78.0
0.003,0.4,0.037,0.013,61.0,15.0,2.5,0.0,4.0,25,1.8,1.0,2.61,0.2452898550724637,0,34.878787878787875,2000,14.6,2.7,2,23,13,88.0
0.004,0.4,0.039,0.012,56.0,15.0,3.1,0.0,4.5,25,1.9,1.0,2.64,0.2456521739130434,0,36.09090909090909,2000,14.7,3.3,2,23,14,88.0
0.005,0.4,0.04,0.012,50.0,13.0,3.9,0.0,3.7,24,1.9,1.0,2.33,0.2460144927536232,0,37.30303030303031,2000,13.1,3.9,2,23,15,87.0
0.004,0.4,0.04,0.012,48.0,14.0,3.9,0.0,3.8,23,1.8,1.0,1.81,0.2463768115942028,0,38.51515151515152,2000,9.1,4.5,2,23,16,69.0
0.003,0.4,0.037,0.015,46.0,16.0,3.7,0.0,3.4,24,1.9,1.0,1.15,0.2467391304347826,0,39.72727272727273,2000,4.6,4.6,2,23,17,46.0
0.004,0.4,0.032,0.019,46.0,19.0,2.6,0.0,3.4,25,1.8,0.7,0.37,0.2471014492753623,0,40.93939393939394,2000,1.8,4.5,2,23,18,45.0
0.004,0.5,0.031,0.019,48.0,18.0,1.6,0.0,3.0,28,1.9,0.0,0.02,0.247463768115942,0,42.15151515151516,2000,0.5,4.1,2,23,19,45.0
0.004,0.5,0.031,0.018,56.0,21.0,0.7,0.0,1.7,31,2.0,0.0,0.0261538461538461,0.2478260869565217,0,43.36363636363637,2000,0.3,3.7,2,23,20,46.0
0.003,0.5,0.032,0.019,59.0,23.0,0.0,0.0,2.3,36,2.2,0.0,0.0323076923076923,0.2481884057971014,0,44.57575757575758,2000,0.0,3.4,2,23,21,47.0
0.003,0.5,0.027,0.02,59.0,22.0,-0.5,0.0,3.0,39,2.3,0.0,0.0384615384615384,0.2485507246376811,0,45.78787878787879,2000,-0.4,3.1,2,23,22,40.0
0.004,0.6,0.026,0.021,56.0,23.0,-0.8,0.0,2.6,39,2.3,0.0,0.0446153846153846,0.2489130434782608,5,47.0,2000,-0.7,2.9,2,23,23,34.0
0.004,0.6,0.026,0.021,51.0,21.0,-1.4,0.0,2.0,39,2.2,0.0,0.0507692307692307,0.2492753623188405,0,46.5,2000,-0.9,2.7,2,24,0,34.0
0.005,0.6,0.03,0.016,53.0,20.0,-1.5,0.0,2.8,38,2.1,0.0,0.0569230769230769,0.2496376811594202,8,46.0,2000,-1.3,2.6,2,24,1,34.0
0.005,0.5,0.031,0.014,54.0,24.0,-1.7,0.0,1.8,39,2.1,0.0,0.063076923076923,0.25,9,46.0,2000,-1.1,2.4,2,24,2,37.0
0.004,0.5,0.032,0.012,53.0,21.0,-1.9,0.0,1.7,38,2.0,0.0,0.0692307692307692,0.2503623188405797,9,44.0,2000,-1.3,2.3,2,24,3,44.0
0.004,0.5,0.027,0.017,51.0,19.0,-2.2,0.0,2.0,40,2.1,0.0,0.0753846153846153,0.2507246376811594,3,45.0,1200,-1.3,2.2,2,24,4,51.0
0.003,0.6,0.022,0.022,51.0,21.0,-2.4,0.0,1.9,39,2.0,0.0,0.0815384615384615,0.2510869565217391,2,45.0,2000,-1.6,2.1,2,24,5,55.0
0.004,0.6,0.015,0.029,54.0,23.0,-2.4,0.0,2.7,41,2.1,0.0,0.0876923076923077,0.2514492753623188,0,46.04761904761905,2000,-2.0,2.0,2,24,6,60.0
0.004,0.7,0.006,0.042,54.0,23.0,-2.8,0.0,2.3,42,2.1,0.0,0.0938461538461538,0.2518115942028985,0,47.095238095238095,2000,-2.2,1.9,2,24,7,60.0
0.004,0.8,0.009,0.041,54.0,22.0,-2.8,0.0,2.2,44,2.2,0.0,0.1,0.2521739130434782,0,48.142857142857146,2000,-1.5,1.9,2,24,8,61.0
0.005,0.7,0.014,0.034,51.0,19.0,-1.0,0.0,2.2,42,2.4,0.1,0.43,0.2525362318840579,0,49.19047619047619,2000,-0.2,1.9,2,24,9,67.0
0.00475,0.6749999999999999,0.016,0.03325,50.5,20.0,1.6,0.0,2.4,34,2.3,0.8,1.16,0.2528985507246377,0,50.23809523809524,2000,0.1,1.9,2,24,10,72.0
0.0045,0.6499999999999999,0.018,0.0325,50.0,21.0,3.4,0.0,1.9,29,2.3,1.0,1.8,0.2532608695652174,0,51.285714285714285,2000,5.8,2.1,2,24,11,69.0
0.00425,0.625,0.0199999999999999,0.03175,49.5,22.0,5.6,0.0,0.8,26,2.4,1.0,2.16,0.2536231884057971,0,52.333333333333336,2000,10.6,2.3,2,24,12,65.0
0.004,0.6,0.022,0.031,49.0,23.0,6.9,0.0,1.9,24,2.4,1.0,2.55,0.2539855072463768,0,53.38095238095238,2000,16.1,2.7,2,24,13,61.0
0.004,0.7,0.021,0.037,49.0,23.0,8.5,0.0,2.0,21,2.3,1.0,2.7,0.2543478260869565,0,54.42857142857143,2000,16.5,3.7,2,24,14,56.0
0.005,0.7,0.017,0.041,54.0,22.0,9.2,0.0,1.3,23,2.7,1.0,2.35,0.2547101449275362,0,55.47619047619048,2000,15.7,4.8,2,24,15,50.0
0.003,0.7,0.014,0.045,60.0,26.0,9.5,0.0,1.3,23,2.7,1.0,1.68,0.2550724637681159,0,56.523809523809526,2000,11.3,5.6,2,24,16,48.0
0.003,0.7,0.009,0.049,51.0,25.0,9.4,0.0,1.6,23,2.7,1.0,0.82,0.2554347826086957,0,57.57142857142857,2000,6.8,5.9,2,24,17,46.0
0.003,0.6,0.011,0.048,57.0,28.0,7.5,0.0,1.6,24,2.5,0.5,0.33,0.2557971014492753,0,58.61904761904762,2000,3.9,5.7,2,24,18,46.0
0.003,0.5,0.018,0.039,47.0,21.0,5.9,0.0,1.9,25,2.3,0.0,0.02,0.256159420289855,0,59.66666666666667,2000,1.8,5.3,2,24,19,48.0
0.003,0.5,0.027,0.028,42.0,18.0,4.8,0.0,2.3,28,2.4,0.0,0.023076923076923,0.2565217391304348,0,60.71428571428572,2000,0.7,4.8,2,24,20,56.0
0.004,0.7,0.012,0.044,37.0,19.0,4.1,0.0,1.9,30,2.5,0.0,0.0261538461538461,0.2568840579710145,0,61.76190476190476,2000,0.1,4.3,2,24,21,59.0
0.003,1.0,0.003,0.059,44.0,24.0,3.1,0.0,1.1,32,2.4,0.0,0.0292307692307692,0.2572463768115942,0,62.80952380952381,2000,0.3,3.9,2,24,22,59.0
0.004,0.8,0.003,0.059,45.0,24.0,2.6,0.0,1.0,35,2.6,0.0,0.0323076923076923,0.2576086956521739,0,63.85714285714286,2000,0.2,3.5,2,24,23,56.0
0.003,0.8,0.003,0.052,43.0,24.0,2.2,0.0,1.3,40,2.9,0.0,0.0353846153846153,0.2579710144927536,0,64.9047619047619,2000,0.1,3.3,2,25,0,51.0
0.004,0.8,0.003,0.051,43.0,25.0,1.3,0.0,1.6,42,2.8,0.0,0.0384615384615384,0.2583333333333333,0,65.95238095238095,2000,-0.1,3.0,2,25,1,53.0
0.003,0.9,0.002,0.053,41.0,24.0,1.3,0.0,0.7,43,2.9,0.0,0.0415384615384615,0.258695652173913,5,67.0,2000,-0.4,2.8,2,25,2,54.0
0.004,1.0,0.003,0.057,43.0,24.0,1.0,0.0,0.2,44,2.9,0.0,0.0446153846153846,0.2590579710144927,0,63.5,2000,-0.6,2.7,2,25,3,53.0
0.003,0.9,0.003,0.052,46.0,26.0,0.8,0.0,2.2,44,2.9,0.0,0.0476923076923076,0.2594202898550725,0,60.0,2000,-0.7,2.5,2,25,4,51.0
0.004,0.8,0.002,0.05,41.0,25.0,0.9,0.0,1.3,44,2.9,0.0,0.0507692307692307,0.2597826086956522,0,56.5,2000,-0.7,2.4,2,25,5,51.0
0.004,0.9,0.002,0.052,44.0,28.0,1.2,0.0,0.9,42,2.8,0.0,0.0538461538461538,0.2601449275362318,0,53.0,2000,-0.7,2.4,2,25,6,54.0
0.004,0.9,0.003,0.053,50.0,32.0,0.9,0.0,1.0,44,2.9,0.0,0.0569230769230769,0.2605072463768116,0,49.5,2000,-0.9,2.3,2,25,7,54.0
0.004,0.9,0.004,0.05,64.0,39.0,1.1,0.0,1.2,44,2.9,0.0,0.06,0.2608695652173913,0,46.0,2000,-0.4,2.2,2,25,8,54.0
0.005,1.0,0.005,0.052,65.0,38.0,2.0,0.0,1.8,40,2.8,0.0,0.28,0.261231884057971,0,42.5,2000,-0.1,2.3,2,25,9,51.0
0.005,1.0,0.005,0.056,75.0,40.0,3.3,0.0,1.5,39,3.0,0.0,0.44,0.2615942028985507,9,39.0,2000,0.2,2.4,2,25,10,50.5
0.004,1.0,0.006,0.054,69.0,38.0,4.6,0.0,1.3,33,2.8,0.0,0.57,0.2619565217391304,6,36.0,2000,2.8,2.7,2,25,11,50.0
0.003,0.8,0.01,0.05,69.0,34.0,6.0,0.0,1.0,32,3.0,0.0,0.77,0.2623188405797101,4,33.0,2000,5.7,3.3,2,25,12,49.5
0.004,0.8,0.012,0.048,55.0,30.0,6.7,0.0,1.4,29,2.8,0.0,0.59,0.2626811594202898,10,27.0,2000,6.7,3.8,2,25,13,49.0
0.004,0.8,0.008,0.055,63.0,33.0,7.9,0.0,1.7,28,3.0,0.0,0.92,0.2630434782608695,10,30.0,2000,8.4,4.4,2,25,14,49.0
0.005,0.8,0.008,0.055,61.0,34.0,8.0,0.0,1.0,28,3.0,0.0,0.55,0.2634057971014493,10,26.0,2000,7.1,4.8,2,25,15,54.0
0.003,0.7,0.01,0.052,63.0,34.0,8.0,0.0,1.6,27,2.9,0.0,0.53,0.263768115942029,10,30.0,2000,6.5,5.0,2,25,16,60.0
0.004,0.8,0.008,0.052,51.0,31.0,7.9,0.0,1.9,26,2.8,0.0,0.4,0.2641304347826086,10,32.0,2000,5.5,5.1,2,25,17,51.0
0.003,0.7,0.006,0.055,53.0,33.0,7.4,0.0,1.1,28,2.9,0.0,0.1,0.2644927536231884,10,30.0,2000,3.9,5.0,2,25,18,57.0
0.004,1.0,0.003,0.062,53.0,32.0,6.6,0.0,1.8,33,3.2,0.0,0.01,0.2648550724637681,9,59.0,2000,2.1,4.7,2,25,19,47.0
0.005,0.8,0.002,0.06,53.0,31.0,5.6,0.0,0.5,36,3.3,0.023076923076923,0.0184615384615384,0.2652173913043478,8,61.0,2000,0.9,4.3,2,25,20,42.0
0.005,0.8,0.003,0.056,58.0,31.0,4.5,0.0,1.2,30,2.5,0.0461538461538461,0.0269230769230769,0.2655797101449275,0,61.02127659574468,2000,-0.2,3.9,2,25,21,37.0
0.005,0.9,0.002,0.056,60.0,38.0,4.0,0.0,1.6,34,2.8,0.0692307692307692,0.0353846153846153,0.2659420289855072,0,61.04255319148936,2000,0.3,3.5,2,25,22,44.0
0.004,0.9,0.002,0.056,61.0,34.0,3.5,0.0,1.9,38,3.0,0.0923076923076923,0.0438461538461538,0.2663043478260869,0,61.06382978723404,2000,0.2,3.2,2,25,23,45.0
0.005,0.9,0.002,0.053,60.0,39.0,3.1,0.0,1.6,37,2.8,0.1153846153846153,0.0523076923076923,0.2666666666666666,0,61.08510638297872,2000,0.1,2.9,2,26,0,43.0
0.005,0.9,0.002,0.05,55.0,36.0,2.9,0.0,0.4,39,2.9,0.1384615384615384,0.0607692307692307,0.2670289855072463,0,61.1063829787234,2000,-0.1,2.7,2,26,1,43.0
0.003,0.8,0.002,0.049,56.0,34.0,2.4,0.0,1.2,40,2.9,0.1615384615384615,0.0692307692307692,0.2673913043478261,0,61.12765957446808,2000,-0.3,2.6,2,26,2,41.0
0.005,0.8,0.002,0.047,49.0,33.0,2.0,0.0,1.7,40,2.8,0.1846153846153846,0.0776923076923076,0.2677536231884058,0,61.14893617021277,2000,-0.7,2.4,2,26,3,43.0
0.002,0.7,0.002,0.046,54.0,35.0,1.8,0.0,1.1,41,2.9,0.2076923076923076,0.0861538461538461,0.2681159420289855,0,61.17021276595744,2000,-1.2,2.3,2,26,4,46.0
0.004,0.8,0.002,0.046,48.0,33.0,1.1,0.0,1.8,45,3.0,0.2307692307692307,0.0946153846153846,0.2684782608695652,0,61.191489361702125,2000,-1.5,2.2,2,26,5,41.0
0.004,0.8,0.002,0.047,48.0,34.0,0.9,0.0,1.5,44,2.9,0.2538461538461538,0.103076923076923,0.2688405797101449,0,61.212765957446805,2000,-1.6,2.1,2,26,6,44.0
0.004,0.8,0.003,0.05,46.0,32.0,0.7,0.0,1.7,47,3.0,0.2769230769230769,0.1115384615384615,0.2692028985507246,0,61.234042553191486,2000,-1.9,2.0,2,26,7,50.0
0.002,0.9,0.004,0.052,46.0,30.0,0.8,0.0,2.6,47,3.0,0.3,0.12,0.2695652173913043,0,61.255319148936174,2000,-1.5,1.9,2,26,8,64.0
0.004,1.0,0.007,0.053,51.0,31.0,3.9,0.0,0.9,39,3.1,1.0,0.75,0.269927536231884,0,61.27659574468085,2000,-0.2,2.0,2,26,9,65.0
0.005,0.7,0.014,0.04,46.0,29.0,8.1,0.0,2.6,29,3.1,1.0,1.55,0.2702898550724637,0,61.297872340425535,2000,5.8,2.1,2,26,10,75.0
0.003,0.5,0.026,0.026,36.0,17.0,10.6,0.0,3.3,24,3.1,1.0,2.17,0.2706521739130434,0,61.319148936170215,2000,13.3,2.7,2,26,11,69.0
0.004,0.4,0.038,0.015,27.0,12.0,12.9,0.0,2.7,24,3.6,1.0,2.57,0.2710144927536231,0,61.340425531914896,2000,17.5,3.7,2,26,12,69.0
0.003,0.4,0.042,0.013,21.0,9.0,14.2,0.0,2.6,21,3.4,1.0,2.77,0.2713768115942029,0,61.361702127659576,2000,19.2,4.8,2,26,13,55.0
0.004,0.4,0.043,0.012,21.0,12.0,14.9,0.0,2.3,20,3.4,1.0,2.69,0.2717391304347826,0,61.38297872340426,2000,19.6,6.0,2,26,14,63.0
0.003,0.4,0.044,0.012,21.0,9.0,15.5,0.0,3.0,20,3.5,1.0,2.4,0.2721014492753623,0,61.40425531914894,2000,17.7,6.9,2,26,15,61.0
0.004,0.4,0.043,0.012,20.0,8.0,15.5,0.0,3.0,20,3.5,1.0,1.8,0.272463768115942,0,61.42553191489362,2000,13.7,7.6,2,26,16,63.0
0.003,0.6,0.036,0.021,22.0,13.0,14.9,0.0,1.6,21,3.6,0.8,1.07,0.2728260869565217,0,61.4468085106383,2000,9.9,7.8,2,26,17,51.0
0.003,0.6,0.026,0.028,28.0,16.0,13.5,0.0,2.3,24,3.7,0.0,0.29,0.2731884057971014,0,61.46808510638298,2000,7.5,7.7,2,26,18,53.0
0.004,0.6,0.022,0.032,27.0,14.0,12.0,0.0,2.2,28,3.9,0.0,0.02,0.2735507246376811,0,61.48936170212766,2000,5.4,7.3,2,26,19,53.0
0.003,0.6,0.025,0.026,32.0,17.0,10.7,0.0,3.2,33,4.2,0.0384615384615384,0.0292307692307692,0.2739130434782608,0,61.51063829787234,2000,4.4,6.8,2,26,20,53.0
0.004,0.6,0.019,0.031,31.0,17.0,9.7,0.0,3.3,39,4.7,0.0769230769230769,0.0384615384615384,0.2742753623188406,0,61.53191489361702,2000,3.7,6.4,2,26,21,58.0
