SO2,CO,O3,NO2,PM10,PM25,기온,강수량,풍속,습도,증기압,일조시간,일사량,적설량,구름분포량,최저운고,시정,지면온도,5cm지중온도,month,day,hour,PM10_bef24h
0.003,0.4,0.031,0.01,25.0,9.0,-4.1,0.0,2.3,39,1.8,0.0,0.01,0.0,0,14.605263157894736,2000,-4.7,-0.2,1,2,1,25.0
0.003,0.4,0.017,0.022,29.0,12.0,-5.0,0.0,2.7,42,1.8,0.0,0.0085714285714285,0.0,0,14.473684210526317,2000,-5.3,-0.4,1,2,2,27.0
0.002,0.4,0.027,0.014,24.0,13.0,-5.8,0.0,1.9,45,1.8,0.0,0.0071428571428571,0.0,0,14.342105263157896,2000,-5.9,-0.5,1,2,3,23.0
0.003,0.4,0.031,0.01,20.0,8.0,-6.3,0.0,1.7,45,1.7,0.0,0.0057142857142857,0.0,0,14.210526315789474,2000,-6.4,-0.7,1,2,4,24.0
0.002,0.4,0.026,0.014,19.0,7.0,-6.6,0.0,1.1,40,1.5,0.0,0.0042857142857142,0.0,0,14.078947368421051,2000,-6.9,-0.9,1,2,5,26.0
0.003,0.5,0.019,0.022,21.0,8.0,-6.6,0.0,2.7,35,1.3,0.0,0.0028571428571428,0.0,0,13.947368421052632,2000,-7.2,-1.0,1,2,6,27.0
0.003,0.4,0.018,0.023,19.0,9.0,-7.4,0.0,1.5,38,1.3,0.0,0.0014285714285714,0.0,0,13.81578947368421,2000,-7.5,-1.1,1,2,7,30.0
0.003,0.5,0.015,0.026,21.0,8.0,-8.3,0.0,1.3,41,1.3,0.0,0.0,0.0,0,13.68421052631579,2000,-7.8,-1.3,1,2,8,33.0
0.002,0.4,0.024,0.017,18.0,6.0,-7.6,0.0,2.0,39,1.4,0.9,0.3,0.0,0,13.552631578947368,2000,-6.7,-1.4,1,2,9,35.0
0.003,0.4,0.028,0.013,25.0,12.0,-6.0,0.0,2.3,35,1.4,1.0,0.88,0.0,0,13.421052631578949,2000,-3.9,-1.2,1,2,10,44.0
0.003,0.4,0.027,0.015,22.0,12.0,-5.3,0.0,3.2,32,1.3,1.0,1.46,0.0,0,13.289473684210526,2000,-0.7,-0.9,1,2,11,42.0
0.003,0.4,0.03,0.013,25.0,13.0,-3.2,0.0,3.0,33,1.6,1.0,1.81,0.0,0,13.157894736842106,2000,1.2,-0.7,1,2,12,36.0
0.004,0.4,0.033,0.01,29.0,12.0,-2.3,0.0,2.5,31,1.6,1.0,1.95,0.0,0,13.026315789473683,2000,3.6,-0.4,1,2,13,29.0
0.003,0.4,0.036,0.008,43.0,18.0,-1.5,0.0,4.4,31,1.7,1.0,1.87,0.0,0,12.894736842105264,2000,3.5,-0.3,1,2,14,30.0
0.004,0.4,0.035,0.009,44.0,16.0,-2.3,0.0,5.2,33,1.7,1.0,1.57,0.0,0,12.763157894736842,2000,1.6,-0.2,1,2,15,33.0
0.004,0.4,0.032,0.011,48.0,12.0,-1.7,0.0,3.4,34,1.8,1.0,1.05,0.0,0,12.63157894736842,2000,-0.3,-0.1,1,2,16,26.0
0.003,0.4,0.03,0.013,57.0,17.0,-2.3,0.0,4.5,35,1.8,1.0,0.41,0.0,0,12.5,2000,-1.1,-0.1,1,2,17,28.0
0.003,0.5,0.027,0.017,57.0,16.0,-3.2,0.0,2.7,39,1.9,0.1,0.04,0.0,0,12.36842105263158,2000,-2.3,-0.1,1,2,18,27.0
0.002,0.5,0.025,0.016,48.0,15.0,-3.8,0.0,2.8,50,2.3,0.0928571428571428,0.0371428571428571,0.0,0,12.236842105263158,2000,-3.0,-0.2,1,2,19,27.0
0.003,0.4,0.027,0.013,55.0,14.0,-4.2,0.0,2.9,41,1.8,0.0857142857142857,0.0342857142857142,0.0,0,12.105263157894736,2000,-3.8,-0.4,1,2,20,27.0
0.002,0.4,0.028,0.013,62.0,12.0,-5.0,0.0,2.3,39,1.6,0.0785714285714285,0.0314285714285714,0.0,0,11.973684210526317,2000,-4.6,-0.5,1,2,21,26.0
0.003,0.4,0.029,0.01,65.0,14.0,-5.5,0.0,2.8,42,1.7,0.0714285714285714,0.0285714285714285,0.0,0,11.842105263157894,2000,-5.4,-0.7,1,2,22,28.0
0.003,0.4,0.031,0.009,65.0,13.0,-6.1,0.0,1.9,45,1.7,0.0642857142857142,0.0257142857142857,0.0,0,11.710526315789474,2000,-6.0,-0.8,1,2,23,34.0
0.002,0.4,0.029,0.008,66.0,14.0,-6.6,0.0,3.8,45,1.7,0.0571428571428571,0.0228571428571428,0.0,0,11.578947368421051,2000,-6.4,-0.9,1,3,0,32.0
0.003,0.4,0.03,0.008,52.0,12.0,-7.3,0.0,2.4,48,1.7,0.05,0.02,0.0,0,11.447368421052632,2000,-6.9,-1.1,1,3,1,25.0
0.003,0.4,0.025,0.012,48.0,13.0,-7.7,0.0,2.0,50,1.7,0.0428571428571428,0.0171428571428571,0.0,0,11.31578947368421,2000,-7.2,-1.2,1,3,2,29.0
0.003,0.4,0.027,0.01,46.0,13.0,-8.0,0.0,2.2,51,1.7,0.0357142857142857,0.0142857142857142,0.0,0,11.18421052631579,2000,-7.4,-1.3,1,3,3,24.0
0.003,0.4,0.026,0.011,48.0,12.0,-8.3,0.0,1.6,52,1.7,0.0285714285714285,0.0114285714285714,0.0,0,11.052631578947368,2000,-7.7,-1.5,1,3,4,20.0
0.003,0.4,0.025,0.011,49.0,12.0,-8.8,0.0,1.0,53,1.7,0.0214285714285714,0.0085714285714285,0.0,0,10.921052631578949,2000,-8.0,-1.6,1,3,5,19.0
0.003,0.5,0.017,0.019,47.0,14.0,-9.0,0.0,1.3,53,1.6,0.0142857142857142,0.0057142857142857,0.0,0,10.789473684210527,2000,-8.1,-1.7,1,3,6,21.0
0.003,0.5,0.017,0.021,47.0,13.0,-8.7,0.0,1.1,54,1.7,0.0071428571428571,0.0028571428571428,0.0,0,10.657894736842106,2000,-8.3,-1.8,1,3,7,19.0
0.003,0.4,0.018,0.021,44.0,12.0,-8.7,0.0,0.9,58,1.8,0.0,0.0,0.0,0,10.526315789473683,2000,-8.2,-1.9,1,3,8,21.0
0.004,0.4,0.027,0.014,39.0,12.0,-7.6,0.0,1.8,57,2.0,0.8,0.28,0.0,0,10.394736842105264,2000,-6.9,-1.9,1,3,9,18.0
0.003,0.4,0.032,0.009,36.0,12.0,-5.7,0.0,2.6,46,1.8,1.0,0.86,0.0,0,10.263157894736842,2000,-4.1,-1.6,1,3,10,25.0
0.003,0.3,0.035,0.008,22.0,9.0,-4.2,0.0,1.9,39,1.7,1.0,1.45,0.0,0,10.13157894736842,2000,-0.5,-1.3,1,3,11,22.0
0.003,0.4,0.032,0.011,24.0,12.0,-3.1,0.0,2.9,33,1.6,1.0,1.78,0.0,7,10.0,2000,1.6,-0.9,1,3,12,25.0
0.003,0.4,0.033,0.01,26.0,12.0,-2.4,0.0,3.1,30,1.5,0.9,1.62,0.0,7,11.0,2000,1.1,-0.6,1,3,13,29.0
0.003,0.4,0.033,0.01,27.0,11.0,-2.3,0.0,3.6,30,1.6,0.3,1.21,0.0,2,12.0,2000,1.6,-0.3,1,3,14,43.0
0.003,0.4,0.031,0.012,28.0,13.0,-2.4,0.0,3.7,33,1.7,0.2,0.76,0.0,0,12.142857142857142,2000,0.0,-0.2,1,3,15,44.0
0.004,0.5,0.028,0.016,29.0,14.0,-2.3,0.0,2.5,35,1.8,0.0,0.48,0.0,0,12.285714285714286,2000,-0.5,-0.1,1,3,16,48.0
0.004,0.5,0.025,0.018,32.0,17.0,-2.6,0.0,1.9,36,1.8,0.3,0.33,0.0,0,12.428571428571429,2000,-0.8,-0.1,1,3,17,57.0
0.003,0.5,0.021,0.022,38.0,18.0,-3.6,0.0,2.1,40,1.9,0.0,0.03,0.0,0,12.571428571428571,2000,-2.3,-0.1,1,3,18,57.0
0.003,0.5,0.018,0.025,34.0,17.0,-4.4,0.0,1.1,41,1.8,0.0,0.0278571428571428,0.0,0,12.714285714285714,2000,-3.5,-0.3,1,3,19,48.0
0.003,0.6,0.013,0.03,36.0,18.0,-4.9,0.0,1.4,43,1.8,0.0,0.0257142857142857,0.0,0,12.857142857142858,2000,-4.6,-0.5,1,3,20,55.0
0.003,0.7,0.006,0.038,34.0,18.0,-5.3,0.0,0.7,45,1.9,0.0,0.0235714285714285,0.0,3,13.0,2000,-5.4,-0.7,1,3,21,62.0
0.003,0.6,0.013,0.028,36.0,19.0,-5.9,0.0,1.1,50,2.0,0.0,0.0214285714285714,0.0,0,12.75,2000,-6.1,-0.9,1,3,22,65.0
0.004,0.6,0.005,0.038,33.0,18.0,-5.3,0.0,3.2,44,1.8,0.0,0.0192857142857142,0.0,0,12.5,2000,-6.4,-1.1,1,3,23,65.0
0.003,0.6,0.011,0.031,36.0,18.0,-6.2,0.0,0.5,48,1.8,0.0,0.0171428571428571,0.0,0,12.25,2000,-7.0,-1.2,1,4,0,66.0
0.003,0.6,0.008,0.034,32.0,18.0,-6.5,0.0,1.3,49,1.8,0.0,0.0149999999999999,0.0,0,12.0,2000,-7.3,-1.4,1,4,1,52.0
0.003,0.7,0.006,0.037,31.0,19.0,-7.0,0.0,0.5,51,1.8,0.0,0.0128571428571428,0.0,0,11.75,2000,-7.6,-1.5,1,4,2,48.0
0.003,0.7,0.004,0.04,33.0,19.0,-7.1,0.0,0.9,54,1.9,0.0,0.0107142857142857,0.0,0,11.5,2000,-7.8,-1.7,1,4,3,46.0
0.003,0.7,0.01,0.033,38.0,21.0,-7.4,0.0,1.3,56,2.0,0.0,0.0085714285714285,0.0,0,11.25,2000,-7.9,-1.8,1,4,4,48.0
0.004,0.7,0.01,0.033,36.0,21.0,-8.1,0.0,1.7,52,1.7,0.0,0.0064285714285714,0.0,0,11.0,2000,-8.1,-1.9,1,4,5,49.0
0.003,0.7,0.003,0.04,38.0,22.0,-8.1,0.0,2.2,47,1.6,0.0,0.0042857142857142,0.0,0,10.75,2000,-8.0,-2.0,1,4,6,47.0
0.003,0.8,0.002,0.045,37.0,22.0,-8.3,0.0,2.4,51,1.7,0.0,0.0021428571428571,0.0,0,10.5,2000,-8.0,-2.0,1,4,7,47.0
0.003,0.9,0.003,0.047,40.0,21.0,-8.1,0.0,2.3,48,1.6,0.0,0.0,0.0,0,10.25,2000,-7.8,-2.1,1,4,8,44.0
0.004,0.9,0.005,0.044,44.0,24.0,-7.6,0.0,2.5,48,1.7,0.3,0.2,0.0,4,10.0,2000,-6.1,-2.1,1,4,9,39.0
0.003,0.9,0.008,0.042,46.0,27.0,-5.6,0.0,1.3,43,1.7,0.8,0.56,0.0,0,13.0,2000,-3.3,-1.8,1,4,10,36.0
0.004,0.7,0.014,0.035,48.0,27.0,-3.0,0.0,2.4,40,2.0,1.0,1.17,0.0,2,16.0,2000,-0.2,-1.4,1,4,11,22.0
0.004,0.6,0.02,0.025,35.0,20.0,-1.5,0.0,2.4,40,2.2,1.0,1.59,0.0,0,16.0,2000,2.1,-1.0,1,4,12,24.0
0.003,0.6,0.019,0.025,39.0,22.0,-0.6,0.0,1.9,41,2.4,1.0,1.67,0.0,0,16.0,2000,3.5,-0.6,1,4,13,26.0
0.004,0.6,0.017,0.028,44.0,24.0,-0.4,0.0,1.6,40,2.4,0.4,1.05,0.0,6,16.0,2000,2.5,-0.4,1,4,14,27.0
0.004,0.6,0.014,0.031,46.0,25.0,0.0,0.0,1.6,40,2.4,0.0,0.58,0.0,9,14.0,2000,1.4,-0.2,1,4,15,28.0
0.002,0.6,0.012,0.035,44.0,29.0,0.2,0.0,1.3,42,2.6,0.1,0.39,0.0,9,14.0,2000,0.5,-0.1,1,4,16,29.0
0.003,0.7,0.007,0.043,43.0,23.0,-0.3,0.0,1.2,51,3.0,0.0,0.2,0.0,8,13.0,2000,-0.2,0.0,1,4,17,32.0
0.004,0.7,0.003,0.051,40.0,25.0,-0.9,0.0,1.0,52,3.0,0.0,0.03,0.0,7,11.0,2000,-0.7,0.0,1,4,18,38.0
0.004,0.7,0.002,0.048,40.0,22.0,-0.9,0.0,1.8,49,2.8,0.0,0.0285714285714285,0.0,9,10.0,2000,-0.8,0.0,1,4,19,34.0
0.004,0.6,0.002,0.046,46.0,26.0,-0.7,0.0,0.7,51,3.0,0.0,0.0271428571428571,0.0,9,9.0,2000,-0.9,0.0,1,4,20,36.0
0.004,0.7,0.002,0.049,48.0,28.0,-0.5,0.0,2.3,57,3.4,0.0,0.0257142857142857,0.0,9,9.0,2000,-0.9,0.0,1,4,21,34.0
0.004,0.7,0.002,0.048,49.0,28.0,-0.6,0.0,2.6,54,3.2,0.0,0.0242857142857142,0.0,9,9.0,2000,-1.0,0.0,1,4,22,36.0
0.004,0.6,0.008,0.035,46.0,27.0,-1.3,0.0,1.0,69,3.8,0.0,0.0228571428571428,0.0,9,9.0,1361,-1.2,0.0,1,4,23,33.0
0.003,0.5,0.016,0.023,47.0,25.0,-2.1,0.0,2.4,73,3.8,0.0,0.0214285714285714,0.0,9,9.0,1438,-1.5,0.0,1,5,0,36.0
0.002,0.5,0.013,0.026,39.0,24.0,-2.5,0.0,0.5,75,3.8,0.0,0.02,0.0,9,9.0,1645,-1.6,0.0,1,5,1,32.0
0.002,0.6,0.007,0.032,45.0,29.0,-2.5,0.0,1.4,77,3.9,0.0,0.0185714285714285,0.0,9,9.0,1759,-1.7,-0.1,1,5,2,31.0
0.003,0.6,0.013,0.026,43.0,28.0,-2.5,0.0,1.0,76,3.9,0.0,0.0171428571428571,0.0,9,12.0,1642,-2.1,-0.1,1,5,3,33.0
0.003,0.6,0.022,0.015,44.0,29.0,-2.7,0.0,2.2,78,3.9,0.0,0.0157142857142857,0.0,9,12.0,1564,-2.5,-0.1,1,5,4,38.0
0.002,0.5,0.023,0.015,38.0,25.0,-3.9,0.0,2.7,82,3.8,0.0,0.0142857142857142,0.0,4,11.0,1530,-3.7,-0.2,1,5,5,36.0
0.004,0.4,0.024,0.014,34.0,20.0,-4.2,0.0,3.7,80,3.6,0.0,0.0128571428571428,0.0,8,14.0,1953,-3.4,-0.3,1,5,6,38.0
0.003,0.4,0.023,0.016,28.0,17.0,-4.8,0.0,2.5,77,3.3,0.0,0.0114285714285714,0.0,3,16.0,2000,-4.3,-0.4,1,5,7,37.0
0.004,0.5,0.019,0.021,30.0,17.0,-5.6,0.0,3.1,75,3.0,0.0,0.01,0.0,3,7.0,2000,-4.9,-0.5,1,5,8,40.0
0.004,0.5,0.02,0.021,36.0,19.0,-5.8,0.0,3.3,67,2.7,0.8,0.28,0.0,0,7.235294117647059,2000,-4.6,-0.7,1,5,9,44.0
0.003,0.4,0.028,0.016,35.0,22.0,-5.2,0.0611111111111111,3.9,46,1.9,1.0,0.82,0.0,0,7.470588235294118,2000,-3.2,-0.7,1,5,10,46.0
0.003,0.4,0.0296666666666666,0.0146666666666666,33.333333333333336,18.666666666666668,-4.6,0.1222222222222222,4.4,36,1.6,1.0,1.45,0.0,0,7.705882352941177,2000,-0.3,-0.7,1,5,11,48.0
0.003,0.4,0.0313333333333333,0.0133333333333333,31.666666666666668,15.333333333333332,-4.6,0.1833333333333333,4.4,33,1.4,1.0,1.82,0.0696969696969696,0,7.9411764705882355,2000,2.5,-0.6,1,5,12,35.0
0.003,0.4,0.033,0.012,30.0,12.0,-4.1,0.2444444444444444,4.8,34,1.5,1.0,1.98,0.1393939393939393,0,8.176470588235293,2000,3.3,-0.5,1,5,13,39.0
0.003,0.4,0.031,0.016,25.0,12.0,-4.2,0.3055555555555556,4.3,33,1.5,0.9,1.69,0.209090909090909,0,8.411764705882353,2000,2.7,-0.4,1,5,14,44.0
0.003,0.4,0.032,0.015,23.0,9.0,-3.8,0.3666666666666667,4.2,35,1.6,0.7,0.74,0.2787878787878787,0,8.647058823529411,2000,0.7,-0.3,1,5,15,46.0
0.003,0.4,0.031,0.015,25.0,9.0,-3.6,0.4277777777777778,3.3,33,1.6,1.0,1.15,0.3484848484848484,0,8.882352941176471,2000,-0.7,-0.3,1,5,16,44.0
0.002,0.4,0.029,0.018,22.0,10.0,-4.5,0.4888888888888889,3.6,31,1.4,1.0,0.48,0.4181818181818181,0,9.117647058823527,2000,-2.4,-0.3,1,5,17,43.0
0.002,0.4,0.025,0.021,19.0,6.0,-5.7,0.55,2.8,34,1.4,0.2,0.04,0.4878787878787878,0,9.352941176470589,2000,-4.1,-0.5,1,5,18,40.0
0.002,0.5,0.024,0.021,17.0,9.0,-6.5,0.6111111111111112,1.9,39,1.5,0.1857142857142857,0.0371428571428571,0.5575757575757575,0,9.588235294117649,2000,-5.1,-0.7,1,5,19,40.0
0.002,0.4,0.028,0.016,17.0,9.0,-7.1,0.6722222222222223,3.6,41,1.5,0.1714285714285714,0.0342857142857142,0.6272727272727272,0,9.823529411764708,2000,-6.0,-0.9,1,5,20,46.0
0.004,0.4,0.031,0.012,14.0,8.0,-7.6,0.7333333333333334,4.9,43,1.5,0.1571428571428571,0.0314285714285714,0.6969696969696969,0,10.058823529411764,2000,-6.7,-1.1,1,5,21,48.0
0.003,0.4,0.028,0.014,20.0,11.0,-8.5,0.7944444444444445,2.5,51,1.6,0.1428571428571428,0.0285714285714285,0.7666666666666666,0,10.294117647058822,2000,-6.8,-1.3,1,5,22,49.0
0.002,0.4,0.028,0.012,20.0,12.0,-9.5,0.8555555555555556,0.9,53,1.6,0.1285714285714285,0.0257142857142857,0.8363636363636362,0,10.529411764705882,2000,-7.3,-1.5,1,5,23,46.0
0.003,0.4,0.026,0.014,20.0,13.0,-9.9,0.9166666666666669,1.8,54,1.6,0.1142857142857143,0.0228571428571428,0.906060606060606,0,10.764705882352942,2000,-7.7,-1.7,1,6,0,47.0
0.002,0.5,0.022,0.018,20.0,13.0,-10.3,0.977777777777778,1.8,57,1.6,0.1,0.02,0.9757575757575756,0,11.0,2000,-8.2,-1.9,1,6,1,39.0
0.003,0.5,0.012,0.027,23.0,16.0,-10.6,1.038888888888889,1.9,57,1.6,0.0857142857142857,0.0171428571428571,1.0454545454545454,0,11.235294117647058,2000,-8.4,-2.1,1,6,2,45.0
0.002,0.5,0.019,0.019,20.0,13.0,-11.1,1.1,1.7,61,1.6,0.0714285714285714,0.0142857142857142,1.115151515151515,0,11.470588235294118,2000,-8.8,-2.3,1,6,3,43.0
0.002,0.5,0.018,0.019,19.0,13.0,-11.2,1.1611111111111112,1.3,64,1.7,0.0571428571428571,0.0114285714285714,1.1848484848484846,0,11.705882352941178,2000,-9.1,-2.4,1,6,4,44.0
0.003,0.5,0.02,0.019,19.0,12.0,-11.6,1.2222222222222223,1.3,64,1.6,0.0428571428571428,0.0085714285714285,1.2545454545454544,0,11.941176470588236,2000,-9.4,-2.6,1,6,5,38.0
0.002,0.6,0.004,0.039,21.0,14.0,-11.7,1.2833333333333334,0.8,62,1.6,0.0285714285714285,0.0057142857142857,1.324242424242424,0,12.176470588235292,2000,-9.5,-2.7,1,6,6,34.0
0.002,0.7,0.002,0.043,24.0,13.0,-11.9,1.3444444444444446,2.2,61,1.5,0.0142857142857142,0.0028571428571428,1.3939393939393938,0,12.411764705882351,2000,-9.6,-2.9,1,6,7,28.0
0.003,0.7,0.004,0.047,25.0,14.0,-11.7,1.4055555555555557,2.4,64,1.6,0.0,0.0,1.4636363636363634,0,12.647058823529411,2000,-9.4,-2.9,1,6,8,30.0
0.003,0.7,0.008,0.04,28.0,16.0,-10.7,1.4666666666666668,1.4,62,1.7,1.0,0.32,1.5333333333333332,0,12.882352941176473,2000,-8.6,-3.0,1,6,9,36.0
0.003,0.5,0.023,0.02,33.0,18.0,-8.2,1.527777777777778,1.6,53,1.7,1.0,0.84,1.6030303030303028,0,13.117647058823527,2000,-5.3,-2.7,1,6,10,35.0
0.003,0.5,0.026,0.019,38.0,24.0,-7.0,1.588888888888889,2.4,46,1.7,1.0,1.5,1.6727272727272724,0,13.352941176470589,2000,-0.4,-2.2,1,6,11,33.333333333333336
0.004,0.5,0.029,0.018,28.0,15.0,-6.0,1.65,2.3,37,1.5,1.0,1.89,1.7424242424242422,0,13.588235294117649,2000,3.0,-1.8,1,6,12,31.666666666666668
0.003,0.4,0.031,0.015,11.0,5.0,-4.6,1.7111111111111112,3.0,30,1.3,1.0,2.04,1.812121212121212,0,13.823529411764708,2000,5.1,-1.5,1,6,13,30.0
0.003,0.4,0.031,0.015,23.0,12.0,-3.6,1.7722222222222224,3.1,26,1.2,1.0,1.95,1.8818181818181816,0,14.058823529411764,2000,4.6,-1.1,1,6,14,25.0
0.004,0.4,0.024,0.025,28.0,15.0,-2.3,1.8333333333333333,1.9,26,1.3,1.0,1.64,1.9515151515151512,0,14.294117647058822,2000,3.1,-0.9,1,6,15,23.0
0.003,0.5,0.018,0.03,32.0,16.0,-2.2,1.8944444444444448,2.9,25,1.3,1.0,1.13,2.021212121212121,0,14.529411764705882,2000,-0.6,-0.7,1,6,16,25.0
0.004,0.5,0.012,0.038,32.0,15.0,-3.2,1.955555555555556,2.6,27,1.3,1.0,0.44,2.090909090909091,0,14.764705882352942,2000,-2.2,-0.7,1,6,17,22.0
0.004,0.4,0.017,0.031,32.0,14.0,-3.7,2.0166666666666666,2.7,28,1.3,0.1,0.03,2.16060606060606,3,15.0,2000,-2.4,-0.8,1,6,18,19.0
0.002,0.5,0.017,0.028,32.5,14.0,-4.2,2.077777777777778,3.4,60,2.7,0.0928571428571428,0.0285714285714285,2.23030303030303,8,10.0,993,-2.5,-0.8,1,6,19,17.0
0.003,0.6,0.008,0.038,33.0,14.0,-5.5,2.1388888888888893,1.7,87,3.5,0.0857142857142857,0.0271428571428571,2.3,9,2.0,33,-2.0,-0.8,1,6,20,17.0
0.003,0.6,0.009,0.034,25.0,16.0,-5.1,2.2,2.0,89,3.7,0.0785714285714285,0.0257142857142857,3.8,8,6.0,124,-1.7,-0.8,1,6,21,14.0
0.002,0.5,0.028,0.012,33.0,15.0,-4.7,1.5,3.5,77,3.3,0.0714285714285714,0.0242857142857142,3.7,9,9.0,1458,-1.8,-0.7,1,6,22,20.0
0.003,0.5,0.031,0.009,42.0,16.0,-5.6,0.8,3.4,76,3.1,0.0642857142857142,0.0228571428571428,3.7,9,6.0,1989,-1.8,-0.7,1,6,23,20.0
0.003,0.5,0.031,0.007,60.0,17.0,-8.3,0.1,6.4,72,2.4,0.0571428571428571,0.0214285714285714,3.5,9,5.0,1325,-1.9,-0.7,1,7,0,20.0
0.003,0.4,0.029,0.007,54.0,17.0,-9.6,0.1,4.4,75,2.2,0.05,0.02,3.3,8,4.0,1100,-2.1,-0.8,1,7,1,20.0
0.003,0.4,0.026,0.007,72.0,17.0,-11.6,0.1,5.0,54,1.4,0.0428571428571428,0.0185714285714285,2.9,4,21.0,1715,-2.3,-0.9,1,7,2,23.0
0.002,0.4,0.027,0.006,54.0,12.0,-13.2,0.1,5.6,55,1.2,0.0357142857142857,0.0171428571428571,2.7,0,17.333333333333332,1824,-2.6,-1.1,1,7,3,20.0
0.003,0.3,0.026,0.006,47.0,11.0,-14.3,0.1,3.4,59,1.2,0.0285714285714285,0.0157142857142857,2.5,0,13.666666666666668,1802,-3.1,-1.3,1,7,4,19.0
0.003,0.4,0.025,0.007,46.0,10.0,-15.0,0.1,5.6,56,1.1,0.0214285714285714,0.0142857142857142,2.3,3,10.0,1592,-3.4,-1.5,1,7,5,19.0
0.002,0.4,0.023,0.008,49.0,11.0,-15.6,0.1,5.5,58,1.1,0.0142857142857142,0.0128571428571428,2.2,6,8.0,1665,-3.7,-1.7,1,7,6,21.0
0.002,0.4,0.018,0.014,44.0,12.0,-16.1,0.1,5.3,55,1.0,0.0071428571428571,0.0114285714285714,2.2,0,9.0,1589,-4.0,-1.8,1,7,7,24.0
0.002,0.4,0.017,0.014,45.0,12.0,-16.4,0.1,4.3,55,0.9,0.0,0.01,2.1,2,10.0,1700,-4.4,-2.0,1,7,8,25.0
0.002,0.5,0.019,0.012,44.0,12.0,-16.2,0.1,2.8,56,1.0,0.8,0.31,1.9,1,10.0,2000,-7.8,-2.1,1,7,9,28.0
0.002,0.4,0.022,0.012,50.0,16.0,-15.3,0.1,5.4,50,0.9,1.0,0.92,1.6,0,10.1,2000,-7.1,-2.1,1,7,10,33.0
0.002,0.4,0.024,0.01,44.0,16.0,-14.8,0.1,5.0,48,0.9,1.0,1.1975,1.4,0,10.2,2000,-4.6,-2.1,1,7,11,38.0
0.002,0.4,0.026,0.01,41.0,16.0,-13.8,0.1,4.6000000000000005,45,0.9,1.0,1.475,1.4,0,10.3,2000,-2.6,-2.1,1,7,12,28.0
0.002,0.4,0.029,0.01,34.0,13.0,-13.1,0.1,4.2,42,0.9,1.0,1.7525,1.3,0,10.4,2000,-1.7,-2.0,1,7,13,11.0
0.003,0.4,0.03,0.011,48.0,13.0,-12.4,0.1,4.4,40,0.9,1.0,2.03,1.3,0,10.5,2000,-2.1,-1.8,1,7,14,23.0
0.003,0.4,0.03,0.012,42.833333333333336,12.666666666666666,-12.4,0.1,4.8,38,0.9,1.0,1.72,1.1,0,10.6,2000,-3.7,-1.8,1,7,15,28.0
0.004,0.4,0.025,0.017,37.66666666666666,12.333333333333334,-12.3,0.1,4.6,37,0.9,1.0,1.2,1.1,0,10.7,2000,-5.1,-1.8,1,7,16,32.0
0.003,0.4,0.024,0.015,32.5,12.0,-13.0,0.1,4.5,38,0.9,1.0,0.53,1.1,0,10.8,2000,-7.3,-1.9,1,7,17,32.0
0.004,0.5,0.02,0.019,27.33333333333333,11.666666666666666,-13.7,0.1,1.6,45,1.0,0.2,0.06,1.1,0,10.9,2000,-8.9,-2.0,1,7,18,32.0
0.003,0.5,0.021,0.016,22.166666666666664,11.333333333333334,-14.2,0.1,2.1,46,0.9,0.1857142857142857,0.0564285714285714,1.1,0,11.0,1876,-9.6,-2.2,1,7,19,32.5
0.003,0.4,0.024,0.013,17.0,11.0,-14.6,0.1,1.4,47,0.9,0.1714285714285714,0.0528571428571428,1.1,0,11.1,2000,-10.0,-2.4,1,7,20,33.0
0.003,0.4,0.022,0.014,14.0,10.0,-14.9,0.1,2.9,50,1.0,0.1571428571428571,0.0492857142857142,1.1,0,11.2,2000,-10.4,-2.5,1,7,21,25.0
0.003,0.4,0.025,0.01,18.0,14.0,-15.3,0.1,2.5,54,1.0,0.1428571428571428,0.0457142857142857,1.1,0,11.3,1971,-10.7,-2.6,1,7,22,33.0
0.002,0.4,0.027,0.009,15.0,9.0,-15.5,0.1,3.3,54,1.0,0.1285714285714285,0.0421428571428571,1.1,0,11.4,2000,-11.0,-2.8,1,7,23,42.0
0.003,0.4,0.027,0.008,15.0,10.0,-15.9,0.1,2.5,52,0.9,0.1142857142857143,0.0385714285714285,1.1,0,11.5,2000,-11.3,-3.0,1,8,0,60.0
0.003,0.4,0.027,0.007,16.0,11.0,-16.5,0.1,1.9,50,0.8,0.1,0.035,1.1,0,11.6,1992,-11.5,-3.1,1,8,1,54.0
0.003,0.4,0.025,0.008,21.0,13.0,-16.9,0.1,2.4,52,0.9,0.0857142857142857,0.0314285714285714,1.1,0,11.7,1926,-11.8,-3.2,1,8,2,72.0
0.004,0.4,0.024,0.008,22.0,12.0,-17.2,0.1,3.8,47,0.8,0.0714285714285714,0.0278571428571428,1.1,0,11.8,1787,-12.1,-3.3,1,8,3,54.0
0.004,0.4,0.026,0.007,26.0,13.0,-17.5,0.1,3.0,47,0.7,0.0571428571428571,0.0242857142857142,1.1,0,11.9,1745,-12.3,-3.5,1,8,4,47.0
0.003,0.5,0.024,0.01,24.0,12.0,-17.8,0.1,2.9,47,0.7,0.0428571428571428,0.0207142857142857,1.1,0,12.0,1761,-12.5,-3.6,1,8,5,46.0
0.003,0.4,0.023,0.011,23.0,12.0,-17.8,0.1,3.7,47,0.7,0.0285714285714285,0.0171428571428571,1.1,0,12.1,1779,-12.7,-3.7,1,8,6,49.0
