측정일시,SO2,CO,O3,NO2,PM10,PM25
2022-01-16 11:00:00,0.003,0.5,0.027,0.013,45.0,32.0
2022-01-16 12:00:00,0.003,0.4,0.031,0.011,41.0,26.0
2022-01-16 13:00:00,0.003,0.4,0.034,0.01,36.0,23.0
2022-01-16 14:00:00,0.003,0.4,0.035,0.01,31.0,18.0
2022-01-16 15:00:00,0.003,0.4,0.033,0.013,32.0,17.0
2022-01-16 16:00:00,0.004,0.4,0.032,0.014,35.0,14.0
2022-01-16 17:00:00,0.003,0.4,0.029,0.016,30.0,14.0
2022-01-16 18:00:00,0.003,0.4,0.025,0.019,30.0,13.0
2022-01-16 19:00:00,0.003,0.4,0.027,0.017,27.0,11.0
2022-01-16 20:00:00,0.003,0.4,0.028,0.015,20.0,9.0
2022-01-16 21:00:00,0.003,0.4,0.028,0.014,17.0,9.0
2022-01-16 22:00:00,0.003,0.4,0.029,0.011,18.0,11.0
2022-01-16 23:00:00,0.003,0.4,0.03,0.011,19.0,11.0
2022-01-17 00:00:00,0.003,0.4,0.029,0.011,22.0,11.0
2022-01-17 01:00:00,0.003,0.4,0.026,0.013,21.0,12.0
2022-01-17 02:00:00,0.003,0.4,0.025,0.014,21.0,12.0
2022-01-17 03:00:00,0.003,0.4,0.027,0.012,20.0,12.0
2022-01-17 04:00:00,0.003,0.4,0.027,0.012,20.0,14.0
2022-01-17 05:00:00,0.003,0.5,0.021,0.018,25.0,15.0
2022-01-17 06:00:00,0.003,0.6,0.009,0.032,17.0,11.0
2022-01-17 07:00:00,0.004,0.7,0.002,0.045,22.0,13.0
2022-01-17 08:00:00,0.003,0.9,0.003,0.05,26.0,17.0
2022-01-17 09:00:00,0.003,0.6,0.012,0.034,23.0,12.0
2022-01-17 10:00:00,0.004,0.5,0.018,0.027,24.0,13.0
2022-01-17 11:00:00,0.004,0.5,0.018,0.028,26.0,15.0
2022-01-17 12:00:00,0.004,0.4666666666666667,0.01933333333333333,0.026,26.25,15.25
2022-01-17 13:00:00,0.004,0.43333333333333335,0.020666666666666667,0.024,26.5,15.5
2022-01-17 14:00:00,0.004,0.4,0.022,0.022,26.75,15.75
2022-01-17 15:00:00,0.003,0.5,0.019,0.028,27.0,16.0
2022-01-17 16:00:00,0.003,0.5,0.018,0.027,25.0,16.0
2022-01-17 17:00:00,0.003,0.5,0.02,0.025,24.0,18.0
2022-01-17 18:00:00,0.004,0.5,0.025,0.018,24.0,19.0
2022-01-17 19:00:00,0.003,0.5,0.028,0.017,24.0,18.0
2022-01-17 20:00:00,0.003,0.5,0.029,0.014,28.0,14.0
2022-01-17 21:00:00,0.004,0.5,0.028,0.014,31.0,18.0
2022-01-17 22:00:00,0.004,0.5,0.026,0.015,35.0,20.0
2022-01-17 23:00:00,0.004,0.5,0.025,0.015,33.0,20.0
2022-01-18 00:00:00,0.004,0.5,0.026,0.013,36.0,23.0
2022-01-18 01:00:00,0.004,0.5,0.028,0.01,34.0,17.0
2022-01-18 02:00:00,0.004,0.5,0.029,0.009,36.0,18.0
2022-01-18 03:00:00,0.003,0.5,0.025,0.012,35.0,19.0
2022-01-18 04:00:00,0.004,0.5,0.022,0.014,39.0,20.0
2022-01-18 05:00:00,0.004,0.5,0.014,0.023,33.0,18.0
2022-01-18 06:00:00,0.004,0.5,0.015,0.021,35.0,20.0
2022-01-18 07:00:00,0.004,0.5,0.012,0.024,35.0,21.0
2022-01-18 08:00:00,0.004,0.6,0.01,0.028,34.0,21.0
2022-01-18 09:00:00,0.004,0.6,0.017,0.022,31.0,19.0
2022-01-18 10:00:00,0.004,0.5,0.024,0.017,34.0,23.0
2022-01-18 11:00:00,0.004,0.6,0.022,0.02,33.0,21.0
2022-01-18 12:00:00,0.003,0.5,0.025,0.018,35.0,21.0
2022-01-18 13:00:00,0.004,0.5,0.027,0.017,29.0,19.0
2022-01-18 14:00:00,0.004,0.5,0.028,0.019,34.0,25.0
2022-01-18 15:00:00,0.003,0.5,0.027,0.02,35.0,24.0
2022-01-18 16:00:00,0.003,0.5,0.025,0.022,36.0,21.0
2022-01-18 17:00:00,0.004,0.5,0.023,0.024,41.0,25.0
2022-01-18 18:00:00,0.003,0.6,0.019,0.029,39.0,25.0
2022-01-18 19:00:00,0.004,0.7,0.01,0.039,39.0,26.0
2022-01-18 20:00:00,0.003,0.6,0.007,0.042,43.0,31.0
2022-01-18 21:00:00,0.004,0.7,0.003,0.047,41.0,31.0
2022-01-18 22:00:00,0.003,0.6,0.004,0.044,41.0,31.0
2022-01-18 23:00:00,0.003,0.6,0.008,0.039,38.0,29.0
2022-01-19 00:00:00,0.003,0.5,0.019,0.025,36.0,26.0
2022-01-19 01:00:00,0.003,0.5,0.024,0.019,31.0,23.0
2022-01-19 02:00:00,0.003,0.6,0.016,0.027,32.0,24.0
2022-01-19 03:00:00,0.004,0.8,0.003,0.049,32.0,25.0
2022-01-19 04:00:00,0.004,0.9,0.002,0.053,38.0,30.0
2022-01-19 05:00:00,0.004,0.7,0.004,0.042,38.0,29.0
2022-01-19 06:00:00,0.004,0.7,0.003,0.044,38.0,30.0
2022-01-19 07:00:00,0.004,0.8,0.002,0.05,39.0,31.0
2022-01-19 08:00:00,0.004,1.0,0.002,0.055,44.0,34.0
2022-01-19 09:00:00,0.005,1.0,0.003,0.055,44.0,33.0
2022-01-19 10:00:00,0.004,0.9,0.003,0.056,42.0,30.0
2022-01-19 11:00:00,0.004,0.8,0.005,0.05,43.0,32.0
2022-01-19 12:00:00,0.004,0.8,0.004,0.049,46.0,34.0
2022-01-19 13:00:00,0.003,0.8,0.005,0.051,51.0,40.0
2022-01-19 14:00:00,0.004,0.8,0.005,0.052,54.0,45.0
2022-01-19 15:00:00,0.004,0.9,0.004,0.052,52.0,45.0
2022-01-19 16:00:00,0.003,0.8,0.005,0.049,58.0,50.0
2022-01-19 17:00:00,0.004,0.7,0.013,0.037,48.0,41.0
2022-01-19 18:00:00,0.003,0.7,0.03,0.02,42.0,36.0
2022-01-19 19:00:00,0.003,0.7,0.029,0.02,56.0,47.0
2022-01-19 20:00:00,0.003,0.6,0.03,0.017,61.0,49.0
2022-01-19 21:00:00,0.003,0.6,0.027,0.02,56.0,47.0
2022-01-19 22:00:00,0.003,0.6,0.027,0.017,52.0,45.0
2022-01-19 23:00:00,0.003,0.6,0.025,0.021,45.0,41.0
2022-01-20 00:00:00,0.003,0.6,0.025,0.019,45.0,38.0
2022-01-20 01:00:00,0.003,0.6,0.023,0.021,43.0,36.0
2022-01-20 02:00:00,0.003,0.7,0.02,0.023,40.0,34.0
2022-01-20 03:00:00,0.003,0.7,0.011,0.032,39.0,32.0
2022-01-20 04:00:00,0.003,0.7,0.01,0.035,40.0,30.0
2022-01-20 05:00:00,0.003,0.7,0.008,0.037,39.0,31.0
2022-01-20 06:00:00,0.003,0.7,0.007,0.038,45.0,33.0
2022-01-20 07:00:00,0.003,0.8,0.003,0.045,45.0,37.0
2022-01-20 08:00:00,0.003,0.9,0.004,0.047,50.0,41.0
2022-01-20 09:00:00,0.004,1.0,0.007,0.045,45.0,38.0
2022-01-20 10:00:00,0.004,0.8,0.012,0.039,52.0,41.0
2022-01-20 11:00:00,0.004,0.7,0.017,0.033,43.0,34.0
2022-01-20 12:00:00,0.004,0.6,0.022,0.028,37.0,31.0
2022-01-20 13:00:00,0.004,0.6,0.023,0.028,29.0,23.0
2022-01-20 14:00:00,0.004,0.7,0.014,0.041,38.0,32.0
2022-01-20 15:00:00,0.004,0.6,0.017,0.036,43.0,37.0
2022-01-20 16:00:00,0.004,0.6,0.022,0.031,41.0,30.0
2022-01-20 17:00:00,0.004,0.6,0.022,0.031,36.0,31.0
2022-01-20 18:00:00,0.004,0.6,0.022,0.029,29.0,28.0
2022-01-20 19:00:00,0.003,0.6,0.022,0.028,34.0,29.0
2022-01-20 20:00:00,0.003,0.6,0.021,0.03,36.0,31.0
2022-01-20 21:00:00,0.004,0.8,0.01,0.043,28.0,25.0
2022-01-20 22:00:00,0.004,0.8,0.003,0.054,28.0,25.0
2022-01-20 23:00:00,0.003,0.7,0.005,0.05,27.0,24.0
2022-01-21 00:00:00,0.003,0.7,0.008,0.047,29.0,24.0
2022-01-21 01:00:00,0.003,0.6,0.012,0.04,27.0,22.0
2022-01-21 02:00:00,0.003,0.7,0.013,0.039,32.0,24.0
2022-01-21 03:00:00,0.004,0.7,0.004,0.047,32.0,26.0
2022-01-21 04:00:00,0.003,0.7,0.003,0.046,33.0,25.0
2022-01-21 05:00:00,0.003,0.8,0.003,0.047,34.0,29.0
2022-01-21 06:00:00,0.003,0.8,0.002,0.049,34.0,32.0
2022-01-21 07:00:00,0.003,0.9,0.002,0.053,39.0,33.0
2022-01-21 08:00:00,0.004,1.0,0.003,0.056,38.0,32.0
2022-01-21 09:00:00,0.003,0.8,0.01,0.041,33.0,26.0
2022-01-21 10:00:00,0.004,0.7,0.01,0.043,38.0,29.0
2022-01-21 11:00:00,0.004,0.6,0.015,0.036,36.0,27.0
2022-01-21 12:00:00,0.004,0.6,0.02,0.03,34.0,28.0
2022-01-21 13:00:00,0.004,0.5,0.025,0.027,27.0,22.0
2022-01-21 14:00:00,0.004,0.5,0.026,0.028,28.0,23.0
2022-01-21 15:00:00,0.004,0.5,0.024,0.03,29.0,24.0
2022-01-21 16:00:00,0.003,0.5,0.018,0.04,36.0,23.0
2022-01-21 17:00:00,0.004,0.7,0.009,0.049,40.0,30.0
2022-01-21 18:00:00,0.004,1.0,0.003,0.061,40.0,31.0
2022-01-21 19:00:00,0.005,1.4,0.002,0.064,45.0,36.0
2022-01-21 20:00:00,0.004,1.2,0.002,0.062,47.0,39.0
2022-01-21 21:00:00,0.005,1.4,0.002,0.072,44.0,35.0
2022-01-21 22:00:00,0.005,1.2,0.002,0.068,43.0,36.0
2022-01-21 23:00:00,0.005,1.3,0.002,0.072,40.0,32.0
2022-01-22 00:00:00,0.004,1.2,0.002,0.069,42.0,36.0
2022-01-22 01:00:00,0.005,1.2,0.002,0.067,41.0,32.0
2022-01-22 02:00:00,0.005,1.3,0.002,0.063,44.0,34.0
2022-01-22 03:00:00,0.005,1.2,0.002,0.061,41.0,35.0
2022-01-22 04:00:00,0.004,1.1,0.002,0.057,44.0,37.0
2022-01-22 05:00:00,0.005,1.1,0.002,0.055,42.0,37.0
2022-01-22 06:00:00,0.004,1.0,0.002,0.054,44.0,37.0
2022-01-22 07:00:00,0.004,1.0,0.002,0.055,40.0,36.0
2022-01-22 08:00:00,0.004,1.0,0.003,0.056,44.0,39.0
2022-01-22 09:00:00,0.004,1.0,0.004,0.054,43.0,37.0
2022-01-22 10:00:00,0.005,0.8,0.006,0.049,47.0,37.0
2022-01-22 11:00:00,0.004,0.8,0.009,0.045,43.0,33.0
2022-01-22 12:00:00,0.005,0.8,0.011,0.045,43.0,35.0
2022-01-22 13:00:00,0.005,0.9,0.012,0.05,49.0,39.0
2022-01-22 14:00:00,0.006,0.9,0.01,0.054,60.0,51.0
2022-01-22 15:00:00,0.005,0.8,0.012,0.055,61.0,52.0
2022-01-22 16:00:00,0.005,0.8,0.008,0.062,66.0,61.0
2022-01-22 17:00:00,0.006,0.9,0.003,0.067,70.0,59.0
2022-01-22 18:00:00,0.006,0.8,0.004,0.058,70.0,57.0
2022-01-22 19:00:00,0.005,0.8,0.003,0.058,53.0,43.0
2022-01-22 20:00:00,0.005,0.9,0.002,0.061,56.0,44.0
2022-01-22 21:00:00,0.005,1.0,0.002,0.06,54.0,44.0
2022-01-22 22:00:00,0.005,1.0,0.002,0.061,56.0,46.0
2022-01-22 23:00:00,0.004,0.7,0.005,0.052,45.0,40.0
2022-01-23 00:00:00,0.005,0.6,0.01,0.044,42.0,34.0
2022-01-23 01:00:00,0.004,0.6,0.012,0.041,40.0,34.0
2022-01-23 02:00:00,0.005,0.7,0.013,0.038,41.0,36.0
2022-01-23 03:00:00,0.004,0.7,0.006,0.049,43.0,39.0
2022-01-23 04:00:00,0.005,0.8,0.008,0.044,45.0,42.0
2022-01-23 05:00:00,0.004,0.7,0.009,0.041,47.0,38.0
2022-01-23 06:00:00,0.004,0.7,0.01,0.038,49.0,40.0
2022-01-23 07:00:00,0.004,0.7,0.007,0.042,49.0,39.0
2022-01-23 08:00:00,0.004,0.7,0.01,0.04,51.0,42.0
2022-01-23 09:00:00,0.004,0.9,0.008,0.046,51.0,42.0
2022-01-23 10:00:00,0.004,1.0,0.008,0.051,57.0,47.0
2022-01-23 11:00:00,0.005,0.8,0.014,0.041,58.0,49.0
2022-01-23 12:00:00,0.005,0.8,0.026,0.029,57.0,51.0
2022-01-23 13:00:00,0.005,0.7,0.037,0.022,63.0,54.0
2022-01-23 14:00:00,0.005,0.8,0.039,0.024,63.0,58.0
2022-01-23 15:00:00,0.005,0.8,0.035,0.029,72.0,61.0
2022-01-23 16:00:00,0.005,0.8,0.037,0.028,74.0,60.0
2022-01-23 17:00:00,0.004,0.8,0.038,0.026,80.0,65.0
2022-01-23 18:00:00,0.004,0.9,0.034,0.028,79.0,65.0
2022-01-23 19:00:00,0.004,0.9,0.029,0.031,83.0,68.0
2022-01-23 20:00:00,0.004,1.0,0.018,0.042,88.0,74.0
2022-01-23 21:00:00,0.003,1.1,0.006,0.058,79.0,63.0
2022-01-23 22:00:00,0.004,0.9,0.017,0.042,75.0,62.0
2022-01-23 23:00:00,0.004,1.0,0.008,0.051,65.0,55.0
2022-01-24 00:00:00,0.004,0.8,0.013,0.044,57.0,47.0
2022-01-24 01:00:00,0.004,0.8,0.016,0.039,44.0,37.0
2022-01-24 02:00:00,0.004,0.8,0.013,0.042,36.0,31.0
2022-01-24 03:00:00,0.004,0.7,0.014,0.04,28.0,24.0
2022-01-24 04:00:00,0.003,0.7,0.011,0.044,21.0,19.0
2022-01-24 05:00:00,0.003,0.6,0.016,0.036,17.0,14.0
2022-01-24 06:00:00,0.003,0.5,0.013,0.038,13.0,11.0
2022-01-24 07:00:00,0.003,0.6,0.006,0.051,11.0,10.0
2022-01-24 08:00:00,0.003,0.6,0.007,0.05,12.0,10.0
2022-01-24 09:00:00,0.004,0.5,0.019,0.034,13.0,6.0
2022-01-24 10:00:00,0.004,0.4,0.031,0.02,20.0,9.0
2022-01-24 11:00:00,0.004,0.4,0.037,0.015,21.0,12.0
2022-01-24 12:00:00,0.004,0.4,0.037,0.015,25.0,13.0
2022-01-24 13:00:00,0.004,0.4,0.036,0.017,20.0,12.0
2022-01-24 14:00:00,0.004,0.4,0.034,0.019,20.0,16.0
2022-01-24 15:00:00,0.004,0.4,0.034,0.02,20.0,13.0
2022-01-24 16:00:00,0.004,0.4,0.035,0.02,19.0,14.0
2022-01-24 17:00:00,0.004,0.5,0.028,0.03,17.0,12.0
2022-01-24 18:00:00,0.004,0.6,0.02,0.038,22.0,16.0
2022-01-24 19:00:00,0.004,0.5,0.022,0.034,19.0,14.0
2022-01-24 20:00:00,0.003,0.4,0.024,0.029,17.0,11.0
2022-01-24 21:00:00,0.003,0.4,0.02,0.033,15.0,10.0
2022-01-24 22:00:00,0.003,0.5,0.021,0.03,14.0,11.0
2022-01-24 23:00:00,0.003,0.4,0.026,0.025,14.0,10.0
2022-01-25 00:00:00,0.003,0.4,0.021,0.031,17.0,12.0
2022-01-25 01:00:00,0.004,0.4,0.023,0.025,14.0,10.0
2022-01-25 02:00:00,0.003,0.4,0.028,0.02,14.0,10.0
2022-01-25 03:00:00,0.003,0.3,0.033,0.014,14.0,10.0
2022-01-25 04:00:00,0.003,0.3,0.029,0.016,15.0,11.0
2022-01-25 05:00:00,0.003,0.4,0.023,0.021,14.0,9.0
2022-01-25 06:00:00,0.003,0.4,0.017,0.027,14.0,11.0
2022-01-25 07:00:00,0.003,0.4,0.011,0.034,14.0,11.0
2022-01-25 08:00:00,0.003,0.5,0.008,0.036,18.0,14.0
2022-01-25 09:00:00,0.003,0.5,0.004,0.042,21.0,15.0
2022-01-25 10:00:00,0.003,0.5,0.004,0.044,23.0,17.0
2022-01-25 11:00:00,0.003,0.5,0.004,0.043,25.0,16.0
2022-01-25 12:00:00,0.003,0.6,0.004,0.042,26.0,18.0
2022-01-25 13:00:00,0.004,0.6,0.005,0.042,27.0,18.0
2022-01-25 14:00:00,0.003,0.6,0.006,0.042,33.0,21.0
2022-01-25 15:00:00,0.004,0.7,0.003,0.046,37.0,27.0
2022-01-25 16:00:00,0.004,0.7,0.003,0.048,40.0,32.0
2022-01-25 17:00:00,0.004,0.6,0.018,0.034,40.0,31.0
2022-01-25 18:00:00,0.003,0.7,0.026,0.029,42.0,33.0
2022-01-25 19:00:00,0.003,0.7,0.024,0.029,51.0,38.0
2022-01-25 20:00:00,0.003,0.7,0.022,0.029,58.0,43.0
2022-01-25 21:00:00,0.003,0.7,0.024,0.025,51.0,39.0
2022-01-25 22:00:00,0.003,0.7,0.026,0.023,49.0,40.0
2022-01-25 23:00:00,0.003,0.6,0.029,0.02,48.0,39.0
2022-01-26 00:00:00,0.003,0.6,0.023,0.023,52.0,41.0
2022-01-26 01:00:00,0.003,0.7,0.018,0.025,54.0,43.0
2022-01-26 02:00:00,0.004,0.7,0.025,0.017,64.0,48.0
2022-01-26 03:00:00,0.003,0.8,0.02,0.021,68.0,52.0
2022-01-26 04:00:00,0.003,0.8,0.013,0.027,68.0,55.0
2022-01-26 05:00:00,0.003,0.9,0.008,0.033,65.0,53.0
2022-01-26 06:00:00,0.003,0.9,0.003,0.04,67.0,55.0
2022-01-26 07:00:00,0.003,1.0,0.003,0.045,64.0,49.0
2022-01-26 08:00:00,0.003,1.0,0.006,0.043,63.0,49.0
2022-01-26 09:00:00,0.003,0.9,0.009,0.043,58.0,45.0
2022-01-26 10:00:00,0.005,0.8,0.025,0.027,53.0,46.0
2022-01-26 11:00:00,0.005,0.7,0.038,0.018,53.0,44.0
2022-01-26 12:00:00,0.004,0.7,0.034,0.024,56.0,46.0
2022-01-26 13:00:00,0.004,0.7,0.036,0.024,57.0,47.0
2022-01-26 14:00:00,0.005,0.6,0.039,0.025,60.0,49.0
2022-01-26 15:00:00,0.005,0.7,0.04,0.023,64.0,52.0
2022-01-26 16:00:00,0.005,0.7,0.037,0.024,63.0,46.0
2022-01-26 17:00:00,0.004,0.6,0.033,0.024,53.0,40.0
2022-01-26 18:00:00,0.003,0.8,0.029,0.029,53.0,38.0
2022-01-26 19:00:00,0.004,0.7,0.023,0.034,60.0,46.0
2022-01-26 20:00:00,0.004,0.7,0.02,0.035,60.0,47.0
2022-01-26 21:00:00,0.004,0.6,0.021,0.029,53.0,42.0
2022-01-26 22:00:00,0.004,0.5,0.028,0.019,46.0,35.0
2022-01-26 23:00:00,0.004,0.6,0.024,0.023,45.0,34.0
2022-01-27 00:00:00,0.003,0.6,0.025,0.021,51.0,38.0
2022-01-27 01:00:00,0.003,0.6,0.024,0.02,49.0,35.0
2022-01-27 02:00:00,0.003,0.6,0.025,0.019,48.0,38.0
2022-01-27 03:00:00,0.003,0.6,0.022,0.021,48.0,39.0
2022-01-27 04:00:00,0.003,0.6,0.023,0.02,48.0,39.0
2022-01-27 05:00:00,0.003,0.7,0.015,0.029,52.0,42.0
2022-01-27 06:00:00,0.003,0.7,0.01,0.034,53.0,42.0
2022-01-27 07:00:00,0.003,0.7,0.009,0.037,56.0,44.0
2022-01-27 08:00:00,0.004,0.8,0.008,0.041,61.0,49.0
2022-01-27 09:00:00,0.004,0.9,0.013,0.041,60.0,46.0
2022-01-27 10:00:00,0.004,0.8,0.021,0.034,70.0,54.0
2022-01-27 11:00:00,0.005,0.9,0.019,0.036,74.0,58.0
2022-01-27 12:00:00,0.005,0.7,0.028,0.027,73.0,56.0
2022-01-27 13:00:00,0.004,0.7,0.032,0.023,69.0,53.0
2022-01-27 14:00:00,0.004,0.6,0.035,0.022,58.0,45.0
2022-01-27 15:00:00,0.004,0.5,0.038,0.02,51.0,39.0
2022-01-27 16:00:00,0.004,0.6,0.036,0.021,54.0,38.0
2022-01-27 17:00:00,0.004,0.7,0.033,0.025,65.0,47.0
2022-01-27 18:00:00,0.004,0.7,0.026,0.032,67.0,50.0
2022-01-27 19:00:00,0.004,0.7,0.023,0.034,61.0,46.0
2022-01-27 20:00:00,0.004,0.7,0.024,0.029,56.0,45.0
2022-01-27 21:00:00,0.004,0.6,0.028,0.023,60.0,44.0
2022-01-27 22:00:00,0.004,0.6,0.03,0.019,60.0,45.0
2022-01-27 23:00:00,0.003,0.6,0.029,0.019,57.0,45.0
2022-01-28 00:00:00,0.003,0.5,0.03,0.017,52.0,40.0
2022-01-28 01:00:00,0.004,0.5,0.032,0.013,39.0,28.0
2022-01-28 02:00:00,0.004,0.4,0.036,0.01,39.0,27.0
2022-01-28 03:00:00,0.003,0.4,0.034,0.01,31.0,19.0
2022-01-28 04:00:00,0.003,0.4,0.033,0.01,28.0,16.0
2022-01-28 05:00:00,0.003,0.4,0.029,0.013,27.0,16.0
2022-01-28 06:00:00,0.003,0.5,0.025,0.018,27.0,17.0
2022-01-28 07:00:00,0.003,0.5,0.018,0.024,29.0,18.0
2022-01-28 08:00:00,0.003,0.5,0.018,0.025,29.0,19.0
2022-01-28 09:00:00,0.004,0.6,0.019,0.025,28.0,15.0
2022-01-28 10:00:00,0.004,0.6,0.023,0.022,33.0,20.0
2022-01-28 11:00:00,0.004,0.5,0.029,0.018,34.0,22.0
2022-01-28 12:00:00,0.005,0.5,0.029,0.02,37.0,27.0
2022-01-28 13:00:00,0.004,0.5,0.032,0.018,37.0,25.0
2022-01-28 14:00:00,0.004,0.5,0.033,0.017,40.0,29.0
2022-01-28 15:00:00,0.004,0.5,0.037,0.015,37.0,25.0
2022-01-28 16:00:00,0.004,0.5,0.035,0.018,34.0,23.0
2022-01-28 17:00:00,0.003,0.5,0.034,0.018,36.0,24.0
2022-01-28 18:00:00,0.003,0.6,0.023,0.028,36.0,24.0
2022-01-28 19:00:00,0.003,0.5,0.021,0.028,35.0,24.0
2022-01-28 20:00:00,0.003,0.5,0.029,0.019,33.0,23.0
2022-01-28 21:00:00,0.003,0.4,0.035,0.012,25.0,16.0
2022-01-28 22:00:00,0.003,0.4,0.033,0.013,22.0,13.0
2022-01-28 23:00:00,0.003,0.4,0.032,0.012,21.0,13.0
2022-01-29 00:00:00,0.003,0.4,0.031,0.012,26.0,17.0
2022-01-29 01:00:00,0.003,0.4,0.03,0.011,27.0,17.0
2022-01-29 02:00:00,0.003,0.5,0.027,0.013,28.0,18.0
2022-01-29 03:00:00,0.003,0.4,0.03,0.011,28.0,18.0
2022-01-29 04:00:00,0.003,0.5,0.025,0.017,29.0,18.0
2022-01-29 05:00:00,0.003,0.5,0.02,0.021,29.0,21.0
2022-01-29 06:00:00,0.003,0.5,0.02,0.02,30.0,22.0
2022-01-29 07:00:00,0.004,0.5,0.025,0.015,30.0,22.0
2022-01-29 08:00:00,0.003,0.5,0.026,0.014,30.0,23.0
2022-01-29 09:00:00,0.004,0.5,0.029,0.011,24.0,14.0
2022-01-29 10:00:00,0.005,0.5,0.03,0.012,31.0,18.0
2022-01-29 11:00:00,0.005,0.5,0.03,0.014,29.0,19.0
2022-01-29 12:00:00,0.004,0.5,0.034,0.011,31.0,21.0
2022-01-29 13:00:00,0.004,0.4,0.036,0.011,26.0,16.0
2022-01-29 14:00:00,0.003,0.4,0.038,0.009,31.0,15.0
2022-01-29 15:00:00,0.003,0.3,0.041,0.008,24.0,13.0
2022-01-29 16:00:00,0.003,0.4,0.04,0.01,24.0,11.0
2022-01-29 17:00:00,0.004,0.4,0.036,0.014,28.0,15.0
2022-01-29 18:00:00,0.003,0.5,0.034,0.016,29.0,17.0
2022-01-29 19:00:00,0.004,0.5,0.03,0.019,30.0,17.0
2022-01-29 20:00:00,0.003,0.5,0.025,0.025,34.0,22.0
2022-01-29 21:00:00,0.004,0.5,0.028,0.02,30.0,19.0
2022-01-29 22:00:00,0.004,0.5,0.032,0.014,29.0,19.0
2022-01-29 23:00:00,0.004,0.5,0.029,0.015,35.0,22.0
2022-01-30 00:00:00,0.004,0.5,0.03,0.014,38.0,24.0
2022-01-30 01:00:00,0.003,0.6,0.028,0.015,33.0,22.0
2022-01-30 02:00:00,0.003,0.6,0.024,0.019,32.0,24.0
2022-01-30 03:00:00,0.003,0.7,0.017,0.026,30.0,21.0
2022-01-30 04:00:00,0.003,0.7,0.014,0.029,34.0,22.0
2022-01-30 05:00:00,0.003,0.6,0.019,0.023,32.0,21.0
2022-01-30 06:00:00,0.003,0.6,0.018,0.024,34.0,21.0
2022-01-30 07:00:00,0.003,0.7,0.008,0.036,35.0,23.0
2022-01-30 08:00:00,0.004,0.7,0.012,0.033,37.0,26.0
2022-01-30 09:00:00,0.004,0.7,0.018,0.029,31.0,19.0
2022-01-30 10:00:00,0.005,0.6,0.024,0.022,33.0,25.0
2022-01-30 11:00:00,0.004,0.6,0.027,0.02,35.0,23.0
2022-01-30 12:00:00,0.004,0.6,0.028,0.021,34.0,22.0
2022-01-30 13:00:00,0.004,0.5,0.036,0.013,31.0,21.0
2022-01-30 14:00:00,0.004,0.4,0.041,0.008,28.0,19.0
2022-01-30 15:00:00,0.003,0.4,0.041,0.01,27.0,19.0
2022-01-30 16:00:00,0.003,0.4,0.042,0.01,29.0,16.0
2022-01-30 17:00:00,0.004,0.4,0.036,0.014,31.0,19.0
2022-01-30 18:00:00,0.003,0.5,0.03,0.019,29.0,15.0
2022-01-30 19:00:00,0.004,0.5,0.028,0.02,25.0,14.0
2022-01-30 20:00:00,0.004,0.5,0.034,0.014,29.0,19.0
2022-01-30 21:00:00,0.004,0.4,0.034,0.012,31.0,18.0
2022-01-30 22:00:00,0.004,0.4,0.031,0.013,30.0,17.0
2022-01-30 23:00:00,0.003,0.4,0.029,0.015,26.0,14.0
2022-01-31 00:00:00,0.003,0.5,0.026,0.018,30.0,18.0
2022-01-31 01:00:00,0.003,0.5,0.028,0.014,27.0,16.0
2022-01-31 02:00:00,0.003,0.5,0.023,0.02,26.0,17.0
2022-01-31 03:00:00,0.004,0.5,0.02,0.023,25.0,16.0
2022-01-31 04:00:00,0.003,0.5,0.022,0.021,25.0,17.0
2022-01-31 05:00:00,0.003,0.5,0.026,0.016,25.0,16.0
2022-01-31 06:00:00,0.003,0.6,0.014,0.029,27.0,17.0
2022-01-31 07:00:00,0.003,0.7,0.006,0.039,24.0,18.0
2022-01-31 08:00:00,0.003,0.8,0.006,0.046,26.0,20.0
2022-01-31 09:00:00,0.004,0.9,0.009,0.042,29.0,19.0
2022-01-31 10:00:00,0.004,0.8,0.013,0.038,38.0,31.0
2022-01-31 11:00:00,0.004,0.7,0.016,0.036,37.0,29.0
2022-01-31 12:00:00,0.004,0.6,0.025,0.028,38.0,28.0
2022-01-31 13:00:00,0.004,0.5,0.035,0.019,38.0,27.0
2022-01-31 14:00:00,0.004,0.5,0.036,0.02,37.0,27.0
2022-01-31 15:00:00,0.004,0.5,0.041,0.014,38.0,29.0
2022-01-31 16:00:00,0.004,0.5,0.042,0.013,35.0,26.0
2022-01-31 17:00:00,0.004,0.5,0.04,0.016,31.0,23.0
2022-01-31 18:00:00,0.003,0.5,0.036,0.019,31.0,22.0
2022-01-31 19:00:00,0.004,0.6,0.03,0.026,28.0,21.0
2022-01-31 20:00:00,0.004,0.6,0.025,0.032,27.0,22.0
2022-01-31 21:00:00,0.003,0.5,0.035,0.019,29.0,21.0
2022-01-31 22:00:00,0.003,0.4,0.033,0.017,28.0,22.0
2022-01-31 23:00:00,0.003,0.5,0.028,0.021,29.0,24.0
2022-02-01 00:00:00,0.003,0.6,0.035,0.014,32.0,29.0
2022-02-01 01:00:00,0.003,0.4,0.037,0.009,32.0,22.0
2022-02-01 02:00:00,0.002,0.4,0.035,0.012,26.0,14.0
2022-02-01 03:00:00,0.003,0.3,0.038,0.009,25.0,10.0
