측정일시,SO2,CO,O3,NO2,PM10,PM25
2022-01-03 01:00:00,0.003,0.5,0.018,0.023,22.0,15.0
2022-01-03 02:00:00,0.003,0.5,0.016,0.024,22.0,15.0
2022-01-03 03:00:00,0.003,0.6,0.013,0.026,20.0,14.0
2022-01-03 04:00:00,0.003,0.6,0.01,0.03,23.0,16.0
2022-01-03 05:00:00,0.003,0.6,0.008,0.036,18.0,13.0
2022-01-03 06:00:00,0.003,0.5,0.005,0.039,22.0,13.0
2022-01-03 07:00:00,0.003,0.7,0.003,0.046,21.0,14.0
2022-01-03 08:00:00,0.003,0.8,0.003,0.047,28.0,14.0
2022-01-03 09:00:00,0.004,0.9,0.005,0.049,25.0,13.0
2022-01-03 10:00:00,0.004,0.9,0.005,0.051,37.0,23.0
2022-01-03 11:00:00,0.004,0.7,0.008,0.045,32.0,21.0
2022-01-03 12:00:00,0.003,0.7,0.012,0.039,33.0,18.0
2022-01-03 13:00:00,0.004,0.5,0.016,0.034,28.0,15.0
2022-01-03 14:00:00,0.004,0.5,0.015,0.036,32.0,20.0
2022-01-03 15:00:00,0.004,0.5,0.011333333333333332,0.03833333333333333,30.75,18.75
2022-01-03 16:00:00,0.004,0.5,0.007666666666666666,0.04066666666666666,29.5,17.5
2022-01-03 17:00:00,0.004,0.5,0.004,0.043,28.25,16.25
2022-01-03 18:00:00,0.004,0.5,0.006,0.039,27.0,15.0
2022-01-03 19:00:00,0.004,0.6,0.007,0.039,22.0,15.0
2022-01-03 20:00:00,0.003,0.6,0.004,0.043,20.0,16.0
2022-01-03 21:00:00,0.004,0.5,0.005,0.039,19.0,13.0
2022-01-03 22:00:00,0.004,0.5,0.003,0.041,21.0,15.0
2022-01-03 23:00:00,0.003,0.5,0.002,0.043,21.0,14.0
2022-01-04 00:00:00,0.003,0.5,0.002,0.043,25.0,18.0
2022-01-04 01:00:00,0.003,0.5,0.01,0.03,25.0,16.0
2022-01-04 02:00:00,0.003,0.5,0.012,0.025,28.0,20.0
2022-01-04 03:00:00,0.003,0.4,0.016,0.02,30.0,21.0
2022-01-04 04:00:00,0.003,0.5,0.02,0.015,31.0,23.0
2022-01-04 05:00:00,0.003,0.5,0.018,0.017,29.0,21.0
2022-01-04 06:00:00,0.003,0.5,0.016,0.02,33.0,24.0
2022-01-04 07:00:00,0.003,0.6,0.014,0.023,35.0,25.0
2022-01-04 08:00:00,0.004,0.6,0.009,0.028,37.0,30.0
2022-01-04 09:00:00,0.004,0.6,0.014,0.023,37.0,26.0
2022-01-04 10:00:00,0.004,0.6,0.02,0.019,38.0,26.0
2022-01-04 11:00:00,0.004,0.6,0.021,0.02,40.0,28.0
2022-01-04 12:00:00,0.004,0.6,0.023,0.019,44.0,32.0
2022-01-04 13:00:00,0.005,0.6,0.024,0.021,47.0,33.0
2022-01-04 14:00:00,0.004,0.6,0.026,0.019,46.0,31.0
2022-01-04 15:00:00,0.004,0.5,0.026,0.02,40.0,27.0
2022-01-04 16:00:00,0.004,0.5,0.024,0.021,37.0,20.0
2022-01-04 17:00:00,0.004,0.5,0.019,0.025,31.0,19.0
2022-01-04 18:00:00,0.004,0.5,0.015,0.031,29.0,18.0
2022-01-04 19:00:00,0.004,0.5,0.018,0.024,28.0,16.0
2022-01-04 20:00:00,0.003,0.5,0.015,0.025,28.0,14.0
2022-01-04 21:00:00,0.004,0.6,0.008,0.032,33.0,18.0
2022-01-04 22:00:00,0.004,0.6,0.012,0.032,35.0,20.0
2022-01-04 23:00:00,0.004,0.6,0.02,0.025,33.0,21.0
2022-01-05 00:00:00,0.004,0.6,0.01,0.034,38.0,23.0
2022-01-05 01:00:00,0.005,0.6,0.014,0.03,35.0,23.0
2022-01-05 02:00:00,0.004,0.7,0.01,0.033,42.0,27.0
2022-01-05 03:00:00,0.004,0.6,0.011,0.031,40.0,29.0
2022-01-05 04:00:00,0.004,0.6,0.012,0.029,39.0,28.0
2022-01-05 05:00:00,0.004,0.6,0.011,0.031,40.0,29.0
2022-01-05 06:00:00,0.004,0.7,0.004,0.04,43.0,31.0
2022-01-05 07:00:00,0.004,0.8,0.002,0.043,43.0,31.0
2022-01-05 08:00:00,0.004,0.8,0.003,0.046,45.0,32.0
2022-01-05 09:00:00,0.005,1.0,0.005,0.045,44.0,30.0
2022-01-05 10:00:00,0.005,0.9,0.007,0.041,48.0,36.0
2022-01-05 11:00:00,0.005,0.9,0.007,0.044,47.0,34.0
2022-01-05 12:00:00,0.004,0.8,0.01,0.039,48.0,37.0
2022-01-05 13:00:00,0.004,0.6,0.013,0.034,42.0,30.0
2022-01-05 14:00:00,0.004,0.7,0.012,0.036,43.0,31.0
2022-01-05 15:00:00,0.004,0.7,0.009,0.043,44.0,33.0
2022-01-05 16:00:00,0.004,0.7,0.005,0.046,47.0,36.0
2022-01-05 17:00:00,0.004,0.9,0.003,0.05,48.0,35.0
2022-01-05 18:00:00,0.005,1.2,0.002,0.055,63.0,46.0
2022-01-05 19:00:00,0.005,1.2,0.002,0.056,64.0,47.0
2022-01-05 20:00:00,0.005,1.1,0.002,0.052,61.0,51.0
2022-01-05 21:00:00,0.004,0.9,0.002,0.049,56.0,40.0
2022-01-05 22:00:00,0.005,0.9,0.002,0.047,57.0,38.0
2022-01-05 23:00:00,0.004,0.9,0.002,0.048,52.0,39.0
2022-01-06 00:00:00,0.004,0.9,0.002,0.048,52.0,45.0
2022-01-06 01:00:00,0.004,0.9,0.002,0.044,47.0,37.0
2022-01-06 02:00:00,0.004,0.9,0.002,0.043,46.0,38.0
2022-01-06 03:00:00,0.004,0.9,0.002,0.048,44.0,36.0
2022-01-06 04:00:00,0.003,0.9,0.002,0.043,45.0,40.0
2022-01-06 05:00:00,0.003,0.8,0.002,0.042,40.0,35.0
2022-01-06 06:00:00,0.003,0.8,0.002,0.041,40.0,34.0
2022-01-06 07:00:00,0.003,0.8,0.002,0.041,40.0,34.0
2022-01-06 08:00:00,0.004,0.9,0.003,0.042,46.0,37.0
2022-01-06 09:00:00,0.005,1.0,0.006,0.041,46.0,36.0
2022-01-06 10:00:00,0.005,0.9,0.011,0.039,50.0,39.0
2022-01-06 11:00:00,0.005,0.7,0.017,0.031,52.0,39.0
2022-01-06 12:00:00,0.006,0.7,0.02,0.029,49.0,38.0
2022-01-06 13:00:00,0.005,0.6,0.027,0.025,53.0,39.0
2022-01-06 14:00:00,0.005,0.5,0.033,0.018,48.0,35.0
2022-01-06 15:00:00,0.005,0.5,0.032,0.018,44.0,31.0
2022-01-06 16:00:00,0.004,0.6,0.029,0.023,49.0,30.0
2022-01-06 17:00:00,0.004,0.6,0.025,0.026,44.0,29.0
2022-01-06 18:00:00,0.004,0.8,0.013,0.039,47.0,29.0
2022-01-06 19:00:00,0.004,0.7,0.009,0.044,49.0,32.0
2022-01-06 20:00:00,0.004,0.7,0.016,0.032,53.0,33.0
2022-01-06 21:00:00,0.005,0.7,0.02,0.027,51.0,37.0
2022-01-06 22:00:00,0.004,0.8,0.011,0.037,55.0,41.0
2022-01-06 23:00:00,0.004,0.9,0.004,0.043,54.0,40.0
2022-01-07 00:00:00,0.004,1.1,0.002,0.049,54.0,42.0
2022-01-07 01:00:00,0.005,1.0,0.004,0.049,54.0,40.0
2022-01-07 02:00:00,0.005,0.9,0.013,0.036,61.0,48.0
2022-01-07 03:00:00,0.005,0.9,0.013,0.035,62.0,49.0
2022-01-07 04:00:00,0.005,0.9,0.011,0.038,63.0,51.0
2022-01-07 05:00:00,0.005,1.0,0.004,0.046,60.0,50.0
2022-01-07 06:00:00,0.005,0.9555555555555556,0.0061111111111111106,0.044444444444444446,58.666666666666664,48.22222222222222
2022-01-07 07:00:00,0.005,0.9111111111111111,0.008222222222222221,0.042888888888888886,57.333333333333336,46.44444444444444
2022-01-07 08:00:00,0.005,0.8666666666666667,0.010333333333333333,0.04133333333333333,56.0,44.666666666666664
2022-01-07 09:00:00,0.005,0.8222222222222222,0.012444444444444444,0.03977777777777778,54.666666666666664,42.888888888888886
2022-01-07 10:00:00,0.005,0.7777777777777778,0.014555555555555554,0.03822222222222222,53.333333333333336,41.111111111111114
2022-01-07 11:00:00,0.005,0.7333333333333334,0.016666666666666666,0.03666666666666667,52.0,39.333333333333336
2022-01-07 12:00:00,0.005,0.6888888888888889,0.018777777777777775,0.03511111111111111,50.66666666666667,37.55555555555556
2022-01-07 13:00:00,0.005,0.6444444444444444,0.020888888888888887,0.033555555555555554,49.333333333333336,35.77777777777778
2022-01-07 14:00:00,0.005,0.6,0.023,0.032,48.0,34.0
2022-01-07 15:00:00,0.004,0.6,0.021,0.035,43.0,33.0
2022-01-07 16:00:00,0.004,0.5,0.026,0.03,43.0,28.0
2022-01-07 17:00:00,0.004,0.6,0.021,0.038,44.0,29.0
2022-01-07 18:00:00,0.004,0.7,0.011,0.049,49.0,35.0
2022-01-07 19:00:00,0.005,0.6,0.011,0.045,53.0,35.0
2022-01-07 20:00:00,0.004,0.7,0.009,0.044,42.0,29.0
2022-01-07 21:00:00,0.004,0.7,0.009,0.043,36.0,28.0
2022-01-07 22:00:00,0.004,0.9,0.004,0.051,39.0,27.0
2022-01-07 23:00:00,0.005,1.1,0.002,0.061,39.0,29.0
2022-01-08 00:00:00,0.005,1.2,0.002,0.065,41.0,29.0
2022-01-08 01:00:00,0.005,1.2,0.002,0.066,41.0,30.0
2022-01-08 02:00:00,0.005,1.2,0.002,0.066,44.0,32.0
2022-01-08 03:00:00,0.005,1.2,0.002,0.064,43.0,31.0
2022-01-08 04:00:00,0.005,1.2,0.002,0.062,46.0,37.0
2022-01-08 05:00:00,0.005,1.1,0.002,0.057,43.0,34.0
2022-01-08 06:00:00,0.004,1.0,0.002,0.055,43.0,33.0
2022-01-08 07:00:00,0.004,1.0,0.002,0.055,41.0,32.0
2022-01-08 08:00:00,0.005,1.0,0.003,0.057,49.0,38.0
2022-01-08 09:00:00,0.005,1.1,0.003,0.062,48.0,37.0
2022-01-08 10:00:00,0.005,1.1,0.004,0.064,58.0,47.0
2022-01-08 11:00:00,0.005,1.1,0.005,0.064,63.0,49.0
2022-01-08 12:00:00,0.006,1.0,0.006,0.06,62.0,50.0
2022-01-08 13:00:00,0.005,0.9,0.005,0.056,52.0,41.0
2022-01-08 14:00:00,0.005,0.8,0.006,0.055,58.0,44.0
2022-01-08 15:00:00,0.004,0.7,0.01,0.045,55.0,39.0
2022-01-08 16:00:00,0.004,0.6,0.017,0.035,50.0,33.0
2022-01-08 17:00:00,0.004,0.6,0.018,0.034,45.0,32.0
2022-01-08 18:00:00,0.003,0.8,0.01,0.045,67.0,51.0
2022-01-08 19:00:00,0.004,0.8,0.013,0.04,90.0,72.0
2022-01-08 20:00:00,0.003,0.8,0.011,0.041,101.0,84.0
2022-01-08 21:00:00,0.004,0.9,0.008,0.043,106.0,88.0
2022-01-08 22:00:00,0.004,0.9,0.007,0.045,111.0,91.0
2022-01-08 23:00:00,0.004,0.9,0.012,0.04,120.0,98.0
2022-01-09 00:00:00,0.004,0.8,0.025,0.024,128.0,104.0
2022-01-09 01:00:00,0.004,0.8,0.028,0.016,139.0,113.0
2022-01-09 02:00:00,0.003,0.8,0.026,0.015,140.0,120.0
2022-01-09 03:00:00,0.003,0.9,0.021,0.018,133.0,113.0
2022-01-09 04:00:00,0.003,0.9,0.021,0.016,139.0,121.0
2022-01-09 05:00:00,0.003,0.9,0.021,0.015,128.0,109.0
2022-01-09 06:00:00,0.003,1.0,0.013,0.023,134.0,115.0
2022-01-09 07:00:00,0.003,1.0,0.009,0.027,133.0,111.0
2022-01-09 08:00:00,0.003,1.1,0.004,0.033,138.0,115.0
2022-01-09 09:00:00,0.003,1.1,0.005,0.034,134.0,119.0
2022-01-09 10:00:00,0.004,1.1,0.01,0.032,140.0,121.0
2022-01-09 11:00:00,0.004,0.9,0.028,0.019,122.0,106.0
2022-01-09 12:00:00,0.004,1.0,0.021,0.028,123.0,107.0
2022-01-09 13:00:00,0.004,1.0,0.022,0.029,128.0,113.0
2022-01-09 14:00:00,0.004,0.9,0.028,0.027,120.0,107.0
2022-01-09 15:00:00,0.005,0.9,0.028,0.029,110.0,99.0
2022-01-09 16:00:00,0.004,0.8,0.033,0.026,112.0,97.0
2022-01-09 17:00:00,0.004,0.8,0.034,0.025,97.0,84.0
2022-01-09 18:00:00,0.004,0.8,0.028,0.029,90.0,78.0
2022-01-09 19:00:00,0.003,0.8,0.03,0.025,88.0,76.0
2022-01-09 20:00:00,0.003,0.9,0.02,0.035,84.0,77.0
2022-01-09 21:00:00,0.003,1.1,0.008,0.048,82.0,74.0
2022-01-09 22:00:00,0.003,1.2,0.008,0.047,88.0,79.0
2022-01-09 23:00:00,0.003,1.3,0.002,0.058,88.0,76.0
2022-01-10 00:00:00,0.004,1.2,0.002,0.057,87.0,81.0
2022-01-10 01:00:00,0.004,1.3,0.002,0.059,90.0,79.0
2022-01-10 02:00:00,0.004,1.3,0.002,0.06,98.0,85.0
2022-01-10 03:00:00,0.004,1.3,0.002,0.058,94.0,80.0
2022-01-10 04:00:00,0.003,1.2,0.002,0.054,97.0,87.0
2022-01-10 05:00:00,0.003,1.2,0.002,0.05,94.0,83.0
2022-01-10 06:00:00,0.003,1.2,0.002,0.051,100.0,89.0
2022-01-10 07:00:00,0.004,1.2,0.002,0.053,98.0,86.0
2022-01-10 08:00:00,0.004,1.4,0.003,0.056,107.0,92.0
2022-01-10 09:00:00,0.004,1.3,0.004,0.053,103.0,93.0
2022-01-10 10:00:00,0.005,1.2,0.007,0.049,120.0,104.0
2022-01-10 11:00:00,0.005,1.3,0.009,0.055,123.0,106.0
2022-01-10 12:00:00,0.005,1.3,0.009,0.061,124.0,109.0
2022-01-10 13:00:00,0.005,1.1,0.01,0.061,106.0,96.0
2022-01-10 14:00:00,0.004,0.8,0.015,0.049,90.0,75.0
2022-01-10 15:00:00,0.004,0.6,0.017,0.039,54.0,43.0
2022-01-10 16:00:00,0.004,0.8,0.01,0.051,68.0,54.0
2022-01-10 17:00:00,0.004,0.9,0.007,0.054,86.0,71.0
2022-01-10 18:00:00,0.004,0.9,0.006,0.052,93.0,79.0
2022-01-10 19:00:00,0.004,0.5,0.027,0.027,62.0,51.0
2022-01-10 20:00:00,0.003,0.5,0.031,0.021,26.0,20.0
2022-01-10 21:00:00,0.004,0.5,0.032,0.021,32.0,24.0
2022-01-10 22:00:00,0.004,0.5,0.03,0.021,34.0,28.0
2022-01-10 23:00:00,0.003,0.6,0.013,0.036,42.0,33.0
2022-01-11 00:00:00,0.004,0.7,0.026,0.018,45.0,38.0
2022-01-11 01:00:00,0.003,0.6,0.033,0.01,46.0,40.0
2022-01-11 02:00:00,0.003,0.6,0.029,0.011,49.0,41.0
2022-01-11 03:00:00,0.003,0.5,0.027,0.011,45.0,37.0
2022-01-11 04:00:00,0.003,0.4,0.026,0.012,39.0,27.0
2022-01-11 05:00:00,0.003,0.4,0.023,0.013,36.0,25.0
2022-01-11 06:00:00,0.003,0.4,0.019,0.017,36.0,24.0
2022-01-11 07:00:00,0.003,0.4,0.017,0.019,34.0,23.0
2022-01-11 08:00:00,0.003,0.5,0.018,0.017,29.0,19.0
2022-01-11 09:00:00,0.003,0.4,0.019,0.016,26.0,17.0
2022-01-11 10:00:00,0.003,0.4,0.019,0.017,27.0,15.0
2022-01-11 11:00:00,0.003,0.4,0.024,0.013,28.0,16.0
2022-01-11 12:00:00,0.004,0.4,0.026,0.013,28.0,18.0
2022-01-11 13:00:00,0.003,0.4,0.027,0.013,24.0,13.0
2022-01-11 14:00:00,0.003,0.4,0.029,0.013,27.0,16.0
2022-01-11 15:00:00,0.003,0.4,0.028,0.014,23.0,16.0
2022-01-11 16:00:00,0.003,0.4,0.026,0.015,23.0,12.0
2022-01-11 17:00:00,0.003,0.5,0.021,0.019,24.0,15.0
2022-01-11 18:00:00,0.003,0.4,0.023,0.018,23.0,14.0
2022-01-11 19:00:00,0.003,0.4,0.024,0.016,26.0,16.0
2022-01-11 20:00:00,0.003,0.4,0.024,0.015,28.0,17.0
2022-01-11 21:00:00,0.003,0.5,0.023,0.014,27.0,18.0
2022-01-11 22:00:00,0.003,0.4,0.022,0.015,31.0,20.0
2022-01-11 23:00:00,0.003,0.4,0.023,0.014,28.0,20.0
2022-01-12 00:00:00,0.003,0.4,0.024,0.013,29.0,21.0
2022-01-12 01:00:00,0.003,0.4,0.021,0.014,24.0,17.0
2022-01-12 02:00:00,0.003,0.4,0.022,0.013,26.0,17.0
2022-01-12 03:00:00,0.003,0.4,0.021,0.013,26.0,17.0
2022-01-12 04:00:00,0.003,0.4,0.019,0.014,28.0,21.0
2022-01-12 05:00:00,0.003,0.4,0.01,0.026,25.0,18.0
2022-01-12 06:00:00,0.003,0.4,0.013,0.021,30.0,19.0
2022-01-12 07:00:00,0.004,0.5,0.009,0.026,31.0,21.0
2022-01-12 08:00:00,0.004,0.5,0.011,0.025,30.0,18.0
2022-01-12 09:00:00,0.004,0.4,0.019,0.017,22.0,13.0
2022-01-12 10:00:00,0.004,0.4,0.02,0.016,21.0,15.0
2022-01-12 11:00:00,0.004,0.5,0.019,0.019,26.0,17.0
2022-01-12 12:00:00,0.003,0.5,0.024,0.016,36.0,24.0
2022-01-12 13:00:00,0.003,0.5,0.025,0.016,20.0,12.0
2022-01-12 14:00:00,0.003,0.5,0.028,0.016,25.0,17.0
2022-01-12 15:00:00,0.004,0.5,0.029,0.016,28.0,20.0
2022-01-12 16:00:00,0.003,0.5,0.027,0.018,30.0,19.0
2022-01-12 17:00:00,0.003,0.6,0.022,0.023,42.0,30.0
2022-01-12 18:00:00,0.003,0.5,0.018,0.028,41.0,29.0
2022-01-12 19:00:00,0.003,0.5,0.017,0.028,30.0,21.0
2022-01-12 20:00:00,0.003,0.5,0.019,0.025,26.0,18.0
2022-01-12 21:00:00,0.003,0.5,0.02,0.023,24.0,17.0
2022-01-12 22:00:00,0.003,0.5,0.017,0.026,24.0,20.0
2022-01-12 23:00:00,0.003,0.5,0.02,0.022,25.0,17.0
2022-01-13 00:00:00,0.004,0.4,0.026,0.015,21.0,14.0
2022-01-13 01:00:00,0.003,0.4,0.029,0.012,19.0,13.0
2022-01-13 02:00:00,0.003,0.4,0.029,0.011,22.0,12.0
2022-01-13 03:00:00,0.003,0.4,0.029,0.011,15.0,11.0
2022-01-13 04:00:00,0.004,0.4,0.028,0.013,20.0,14.0
2022-01-13 05:00:00,0.003,0.4,0.024,0.016,19.0,14.0
2022-01-13 06:00:00,0.004,0.5,0.022,0.018,24.0,17.0
2022-01-13 07:00:00,0.003,0.5,0.015,0.023,32.0,22.0
2022-01-13 08:00:00,0.004,0.5,0.018,0.02,29.0,23.0
2022-01-13 09:00:00,0.004,0.5,0.017,0.021,31.0,18.0
2022-01-13 10:00:00,0.004,0.5,0.023,0.016,33.0,20.0
2022-01-13 11:00:00,0.004,0.6,0.025,0.014,46.0,20.0
2022-01-13 12:00:00,0.004,0.5,0.027,0.012,52.0,20.0
2022-01-13 13:00:00,0.004,0.4,0.029,0.011,48.0,13.0
2022-01-13 14:00:00,0.004,0.4,0.029,0.012,45.0,10.0
2022-01-13 15:00:00,0.003,0.4,0.029,0.012,42.0,11.0
2022-01-13 16:00:00,0.003,0.4,0.027,0.013,43.0,10.0
2022-01-13 17:00:00,0.004,0.4,0.025,0.015,44.0,12.0
2022-01-13 18:00:00,0.003,0.5,0.024,0.015,46.0,13.0
2022-01-13 19:00:00,0.004,0.5,0.022,0.016,39.0,16.0
2022-01-13 20:00:00,0.003,0.4,0.023,0.015,29.0,13.0
2022-01-13 21:00:00,0.004,0.5,0.021,0.016,30.0,16.0
2022-01-13 22:00:00,0.003,0.4,0.022,0.015,26.0,14.0
2022-01-13 23:00:00,0.003,0.4,0.02,0.017,23.0,12.0
2022-01-14 00:00:00,0.003,0.4,0.021,0.015,28.0,15.0
2022-01-14 01:00:00,0.003,0.4,0.021,0.015,25.0,14.0
2022-01-14 02:00:00,0.004,0.4,0.023,0.012,24.0,15.0
2022-01-14 03:00:00,0.004,0.4,0.022,0.014,24.0,13.0
2022-01-14 04:00:00,0.003,0.5,0.019,0.015,20.0,13.0
2022-01-14 05:00:00,0.004,0.5,0.011,0.025,25.0,14.0
2022-01-14 06:00:00,0.004,0.5,0.006,0.029,22.0,11.0
2022-01-14 07:00:00,0.004,0.5,0.007,0.028,24.0,13.0
2022-01-14 08:00:00,0.004,0.6,0.008,0.028,29.0,13.0
2022-01-14 09:00:00,0.004,0.5,0.016,0.02,18.0,8.0
2022-01-14 10:00:00,0.004,0.6,0.015,0.024,24.0,13.0
2022-01-14 11:00:00,0.004,0.7,0.013,0.032,32.0,18.0
2022-01-14 12:00:00,0.005,0.7,0.012,0.035,38.0,23.0
2022-01-14 13:00:00,0.005,0.6,0.014,0.03,30.0,18.0
2022-01-14 14:00:00,0.004,0.5,0.018,0.027,36.0,24.0
2022-01-14 15:00:00,0.004,0.5,0.016,0.029,26.0,15.0
2022-01-14 16:00:00,0.004,0.5,0.013,0.034,43.0,22.0
2022-01-14 17:00:00,0.004,0.6,0.006,0.043,38.0,25.0
2022-01-14 18:00:00,0.004,0.8,0.002,0.049,43.0,26.0
2022-01-14 19:00:00,0.004,0.8,0.003,0.05,43.0,26.0
2022-01-14 20:00:00,0.004,0.6,0.002,0.049,43.0,26.0
2022-01-14 21:00:00,0.004,0.6,0.005,0.042,42.0,26.0
2022-01-14 22:00:00,0.004,0.5,0.012,0.033,37.0,26.0
2022-01-14 23:00:00,0.003,0.5,0.01,0.035,34.0,22.0
2022-01-15 00:00:00,0.004,0.9,0.003,0.053,35.0,24.0
2022-01-15 01:00:00,0.004,0.8,0.002,0.052,40.0,24.0
2022-01-15 02:00:00,0.004,0.8,0.002,0.051,38.0,26.0
2022-01-15 03:00:00,0.004,0.9,0.002,0.053,37.0,26.0
2022-01-15 04:00:00,0.004,0.9,0.002,0.051,42.0,26.0
2022-01-15 05:00:00,0.004,0.9,0.002,0.049,38.0,27.0
2022-01-15 06:00:00,0.004,0.7,0.002,0.045,38.0,31.0
2022-01-15 07:00:00,0.004,0.7,0.002,0.046,36.0,26.0
2022-01-15 08:00:00,0.004,0.8,0.003,0.047,37.0,24.0
2022-01-15 09:00:00,0.004,0.8,0.005,0.045,38.0,25.0
2022-01-15 10:00:00,0.005,0.9,0.005,0.05,49.0,31.0
2022-01-15 11:00:00,0.005,0.8,0.007,0.048,47.0,29.0
2022-01-15 12:00:00,0.005,0.8,0.006,0.047,53.0,38.0
2022-01-15 13:00:00,0.004,0.8,0.005,0.05,48.0,34.0
2022-01-15 14:00:00,0.005,0.8,0.004,0.051,54.0,37.0
2022-01-15 15:00:00,0.005,0.8,0.004,0.052,50.0,33.0
2022-01-15 16:00:00,0.004,0.8,0.003,0.052,54.0,34.0
2022-01-15 17:00:00,0.004,0.8,0.002,0.053,51.0,34.0
2022-01-15 18:00:00,0.005,0.8,0.002,0.054,49.0,34.0
2022-01-15 19:00:00,0.004,0.8,0.002,0.053,42.0,30.0
2022-01-15 20:00:00,0.005,0.9,0.002,0.054,43.0,30.0
2022-01-15 21:00:00,0.005,1.0,0.002,0.057,43.0,32.0
2022-01-15 22:00:00,0.005,1.1,0.002,0.062,49.0,37.0
2022-01-15 23:00:00,0.005,1.1,0.002,0.061,44.0,32.0
2022-01-16 00:00:00,0.004,1.2,0.002,0.062,45.0,33.0
2022-01-16 01:00:00,0.004,1.2,0.002,0.059,42.0,33.0
2022-01-16 02:00:00,0.004,0.7,0.006,0.039,46.0,33.0
2022-01-16 03:00:00,0.004,0.6,0.011,0.032,48.0,34.0
2022-01-16 04:00:00,0.003,0.5,0.016,0.021,62.0,45.0
2022-01-16 05:00:00,0.003,0.6,0.009,0.027,68.0,51.0
2022-01-16 06:00:00,0.003,0.7,0.01,0.025,72.0,55.0
2022-01-16 07:00:00,0.003,0.8,0.01,0.023,81.0,63.0
2022-01-16 08:00:00,0.003,0.7,0.014,0.018,75.0,62.0
2022-01-16 09:00:00,0.003,0.6,0.02,0.012,55.0,37.0
2022-01-16 10:00:00,0.004,0.5,0.024,0.013,47.0,35.0
